,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-01-00,18.6,20.5,21.8,26.8,22.9,20.1,20.7,23.6
2019-06-01-01,-999.0,-999.0,22.5,27.9,-999.0,-999.0,-999.0,-999.0
2019-06-01-02,-999.0,-999.0,22.8,28.2,-999.0,-999.0,-999.0,-999.0
2019-06-01-03,21.2,21.5,24.8,27.8,24.1,23.7,21.1,24.8
2019-06-01-04,-999.0,-999.0,24.8,27.8,-999.0,-999.0,-999.0,-999.0
2019-06-01-05,-999.0,-999.0,24.9,29.0,-999.0,-999.0,-999.0,-999.0
2019-06-01-06,23.0,21.5,24.3,28.3,27.5,24.0,21.4,25.1
2019-06-01-07,-999.0,-999.0,23.8,28.5,-999.0,-999.0,-999.0,-999.0
2019-06-01-08,-999.0,-999.0,23.5,28.1,-999.0,-999.0,-999.0,-999.0
2019-06-01-09,23.1,19.5,23.3,26.9,28.3,21.7,21.2,24.4
2019-06-01-10,-999.0,-999.0,22.5,26.3,-999.0,-999.0,-999.0,-999.0
2019-06-01-11,-999.0,-999.0,21.7,26.2,-999.0,-999.0,-999.0,-999.0
2019-06-01-12,18.2,18.5,21.4,26.2,24.8,20.6,20.8,25.0
2019-06-01-13,-999.0,-999.0,20.7,26.3,-999.0,-999.0,-999.0,-999.0
2019-06-01-14,-999.0,-999.0,20.2,25.6,-999.0,-999.0,-999.0,-999.0
2019-06-01-15,16.5,18.3,19.6,25.8,24.2,20.1,20.7,25.2
2019-06-01-16,-999.0,-999.0,20.4,25.4,-999.0,-999.0,-999.0,-999.0
2019-06-01-17,-999.0,-999.0,20.2,25.0,-999.0,-999.0,-999.0,-999.0
2019-06-01-18,15.5,18.2,19.7,24.7,22.0,19.6,20.5,24.6
2019-06-01-19,-999.0,-999.0,19.7,24.6,-999.0,-999.0,-999.0,-999.0
2019-06-01-20,-999.0,-999.0,19.6,25.2,-999.0,-999.0,-999.0,-999.0
2019-06-01-21,14.1,17.9,20.1,26.3,21.0,18.7,20.5,24.2
2019-06-01-22,-999.0,-999.0,20.5,26.5,-999.0,-999.0,-999.0,-999.0
2019-06-01-23,-999.0,-999.0,21.7,27.0,-999.0,-999.0,-999.0,-999.0
