,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-06-00,-9.2,3.6,6.3,16.5,-6.2,7.2,8.4,10.9
2019-12-06-01,-999.0,-999.0,7.1,16.3,-999.0,-999.0,-999.0,-999.0
2019-12-06-02,-999.0,-999.0,8.0,16.3,-999.0,-999.0,-999.0,-999.0
2019-12-06-03,-2.5,3.8,8.9,17.2,-1.5,9.6,10.0,13.2
2019-12-06-04,-999.0,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-06-05,-999.0,-999.0,10.1,16.7,-999.0,-999.0,-999.0,-999.0
2019-12-06-06,-1.4,4.7,9.4,16.6,1.3,9.6,10.4,13.7
2019-12-06-07,-999.0,-999.0,8.4,16.1,-999.0,-999.0,-999.0,-999.0
2019-12-06-08,-999.0,-999.0,8.0,15.9,-999.0,-999.0,-999.0,-999.0
2019-12-06-09,-3.5,4.7,8.4,15.8,0.6,7.7,11.0,13.5
2019-12-06-10,-999.0,-999.0,7.4,15.8,-999.0,-999.0,-999.0,-999.0
2019-12-06-11,-999.0,-999.0,7.7,15.8,-999.0,-999.0,-999.0,-999.0
2019-12-06-12,-5.4,4.5,7.7,15.4,-1.8,6.2,10.7,13.0
2019-12-06-13,-999.0,-999.0,7.3,15.4,-999.0,-999.0,-999.0,-999.0
2019-12-06-14,-999.0,-999.0,7.1,15.3,-999.0,-999.0,-999.0,-999.0
2019-12-06-15,-5.4,4.5,7.0,15.4,-3.7,6.0,10.2,12.0
2019-12-06-16,-999.0,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-06-17,-999.0,-999.0,6.6,15.6,-999.0,-999.0,-999.0,-999.0
2019-12-06-18,-5.0,5.1,6.3,15.6,-3.8,2.2,8.9,10.9
2019-12-06-19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-06-20,-999.0,-999.0,6.3,15.2,-999.0,-999.0,-999.0,-999.0
2019-12-06-21,-4.0,5.6,5.7,15.0,-4.5,5.0,6.7,10.5
2019-12-06-22,-999.0,-999.0,5.8,15.4,-999.0,-999.0,-999.0,-999.0
2019-12-06-23,-999.0,-999.0,5.2,15.3,-999.0,-999.0,-999.0,-999.0
