UTC,首爾,東京,北京
2019-05-31-00,19.56866455078125,24.25445556640625,23.29541015625
2019-05-31-01,20.322723388671875,24.87774658203125,25.41790771484375
2019-05-31-02,20.89471435546875,25.439910888671875,27.064208984375
2019-05-31-03,21.298065185546875,25.74713134765625,28.178985595703125
2019-05-31-04,21.526885986328125,26.0128173828125,29.077056884765625
2019-05-31-05,21.654449462890625,26.1214599609375,29.7337646484375
2019-05-31-06,21.5771484375,25.9373779296875,30.29803466796875
2019-05-31-07,21.29840087890625,25.39373779296875,30.7176513671875
2019-05-31-08,20.558349609375,24.61212158203125,31.00714111328125
2019-05-31-09,19.60260009765625,23.7860107421875,31.01416015625
2019-05-31-10,18.540771484375,23.10491943359375,30.831390380859375
2019-05-31-11,17.542388916015625,22.497955322265625,30.204833984375
2019-05-31-12,16.910430908203125,21.94927978515625,28.9879150390625
2019-05-31-13,16.517376708984376,21.596038818359375,27.127008056640626
2019-05-31-14,16.22312774658203,21.363738708496093,25.599935913085936
2019-05-31-15,15.988800048828125,21.159927368164062,24.638458251953125
2019-05-31-16,15.730343017578125,20.852759094238284,23.981153564453127
2019-05-31-17,15.451088867187497,20.254335327148436,23.57584533691406
2019-05-31-18,15.103958129882812,19.892166137695312,23.285552978515625
2019-05-31-19,14.765150756835936,19.79726501464844,23.03232666015625
2019-05-31-20,14.373093872070314,19.790550537109375,22.830292358398438
2019-05-31-21,14.463432312011719,20.384033203125,22.604736328125
2019-05-31-22,15.264620666503905,21.240697326660158,22.730387878417968
2019-05-31-23,16.657938232421877,22.351182861328127,23.8158740234375
