UTC,首爾,東京,北京
2019-12-09-00,1.387664794921875,6.910308837890625,0.520660400390625
2019-12-09-01,2.398681640625,7.450103759765625,1.673065185546875
2019-12-09-02,4.2088623046875,8.15191650390625,4.17681884765625
2019-12-09-03,5.631744384765625,8.77593994140625,6.277587890625
2019-12-09-04,5.966217041015625,9.55474853515625,7.658050537109375
2019-12-09-05,6.140533447265625,10.51910400390625,8.689727783203125
2019-12-09-06,6.523773193359375,10.916259765625,9.455535888671875
2019-12-09-07,6.8524169921875,10.7647705078125,9.8582763671875
2019-12-09-08,6.723876953125,10.687957763671875,9.19842529296875
2019-12-09-09,6.69989013671875,10.64849853515625,6.753021240234375
2019-12-09-10,6.77044677734375,10.604766845703125,5.638519287109375
2019-12-09-11,6.803863525390625,10.5660400390625,4.714935302734375
2019-12-09-12,6.802581787109375,10.456329345703125,3.88372802734375
2019-12-09-13,6.626417236328125,10.248226318359375,3.1041162109375
2019-12-09-14,6.561239624023438,10.087513427734375,3.428098754882812
2019-12-09-15,6.515838623046875,9.896553039550781,2.2393722534179688
2019-12-09-16,6.399552917480469,9.708005676269533,1.2979238891601563
2019-12-09-17,6.1219140625,9.364041748046875,0.81601806640625
2019-12-09-18,5.4439697265625,9.106430053710938,0.524200439453125
2019-12-09-19,5.723126220703124,8.934843749999999,0.307386474609375
2019-12-09-20,5.702055053710938,8.590188598632814,0.11771270751953126
2019-12-09-21,5.7454376220703125,8.670402526855469,0.1568145751953125
2019-12-09-22,5.699677429199219,8.651412658691406,0.021175842285156288
2019-12-09-23,5.841945800781251,9.464453125,-0.1874169921875
