UTC,首爾,東京,北京
2019-04-04-00,10.183746337890625,11.769287109375,15.630279541015625
2019-04-04-01,11.8870849609375,13.2457275390625,20.80938720703125
2019-04-04-02,13.142608642578125,14.328033447265625,24.34735107421875
2019-04-04-03,14.00885009765625,15.257049560546875,26.39453125
2019-04-04-04,14.2921142578125,16.02850341796875,27.7376708984375
2019-04-04-05,14.45977783203125,16.64349365234375,28.784912109375
2019-04-04-06,14.4776611328125,17.045318603515625,29.3974609375
2019-04-04-07,14.24072265625,17.067474365234375,29.233642578125
2019-04-04-08,13.39080810546875,16.778564453125,28.326507568359375
2019-04-04-09,12.31500244140625,15.964324951171875,26.828033447265625
2019-04-04-10,11.223297119140625,15.16156005859375,24.63922119140625
2019-04-04-11,10.28955078125,14.037933349609375,21.93951416015625
2019-04-04-12,9.524566650390625,12.945831298828125,19.95306396484375
2019-04-04-13,9.143682861328125,12.195828857421876,18.596474609375
2019-04-04-14,8.8983056640625,11.813304138183593,17.273514709472657
2019-04-04-15,8.692703247070312,11.474098205566406,16.095123291015625
2019-04-04-16,8.60731658935547,10.964714965820313,14.87779296875
2019-04-04-17,8.619449462890625,10.274306640625,13.925927124023437
2019-04-04-18,8.601425170898438,9.650619506835938,13.043350219726562
2019-04-04-19,8.784884643554687,9.633840942382811,12.232238159179687
2019-04-04-20,8.281305541992188,9.258987426757812,11.322612915039063
2019-04-04-21,7.844322204589844,10.156150817871094,10.432380676269531
2019-04-04-22,8.221510314941407,13.245295104980467,9.766499633789063
2019-04-04-23,9.317119140625,15.898646240234376,10.630335693359376
