,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-10-29-00,286.0,250.0,330.0,360.0,200.0,270.0,290.0,340.0
2019-10-29-01,-999.0,-999.0,330.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-02,-999.0,-999.0,330.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-03,289.0,320.0,320.0,10.0,250.0,320.0,90.0,360.0
2019-10-29-04,-999.0,-999.0,360.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-05,-999.0,-999.0,340.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-06,285.0,320.0,310.0,20.0,220.0,40.0,220.0,70.0
2019-10-29-07,-999.0,-999.0,50.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-08,-999.0,-999.0,320.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-09,270.0,290.0,310.0,30.0,200.0,40.0,340.0,110.0
2019-10-29-10,-999.0,-999.0,330.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-11,-999.0,-999.0,290.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-12,317.0,270.0,260.0,40.0,200.0,70.0,360.0,70.0
2019-10-29-13,-999.0,-999.0,280.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-14,-999.0,-999.0,300.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-15,295.0,200.0,280.0,20.0,-999.0,90.0,340.0,40.0
2019-10-29-16,-999.0,-999.0,260.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-17,-999.0,-999.0,300.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-18,9.0,360.0,290.0,40.0,70.0,-999.0,290.0,20.0
2019-10-29-19,-999.0,-999.0,300.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-20,-999.0,-999.0,290.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-21,3.0,290.0,330.0,30.0,70.0,-999.0,320.0,20.0
2019-10-29-22,-999.0,-999.0,290.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-10-29-23,-999.0,-999.0,300.0,40.0,-999.0,-999.0,-999.0,-999.0
