,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-07-14-00,305.0,320.0,10.0,210.0,40.0,200.0,20.0,220.0
2019-07-14-01,-999.0,-999.0,30.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-02,-999.0,-999.0,20.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-03,199.0,320.0,360.0,220.0,70.0,70.0,180.0,220.0
2019-07-14-04,-999.0,-999.0,330.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-05,-999.0,-999.0,360.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-06,234.0,320.0,360.0,210.0,250.0,40.0,20.0,160.0
2019-07-14-07,-999.0,-999.0,40.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-08,-999.0,-999.0,50.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-09,287.0,340.0,30.0,210.0,160.0,140.0,220.0,180.0
2019-07-14-10,-999.0,-999.0,120.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-11,-999.0,-999.0,110.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-12,296.0,270.0,60.0,220.0,200.0,140.0,160.0,200.0
2019-07-14-13,-999.0,-999.0,60.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-14,-999.0,-999.0,50.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-15,311.0,340.0,80.0,220.0,140.0,160.0,140.0,220.0
2019-07-14-16,-999.0,-999.0,60.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-17,-999.0,-999.0,50.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-18,311.0,290.0,50.0,200.0,-999.0,160.0,110.0,220.0
2019-07-14-19,-999.0,-999.0,50.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-20,-999.0,-999.0,50.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-21,32.0,200.0,50.0,260.0,70.0,360.0,160.0,160.0
2019-07-14-22,-999.0,-999.0,50.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-07-14-23,-999.0,-999.0,50.0,250.0,-999.0,-999.0,-999.0,-999.0
