,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-15-00,295.0,230.0,300.0,110.0,140.0,40.0,290.0,270.0
2019-02-15-01,-999.0,-999.0,350.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-02,-999.0,-999.0,320.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-03,284.0,270.0,130.0,130.0,340.0,40.0,250.0,340.0
2019-02-15-04,-999.0,-999.0,100.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-05,-999.0,-999.0,90.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-06,213.0,290.0,120.0,150.0,320.0,360.0,160.0,270.0
2019-02-15-07,-999.0,-999.0,130.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-08,-999.0,-999.0,80.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-09,243.0,340.0,30.0,200.0,320.0,360.0,140.0,140.0
2019-02-15-10,-999.0,-999.0,360.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-11,-999.0,-999.0,340.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-12,298.0,320.0,360.0,230.0,320.0,360.0,160.0,110.0
2019-02-15-13,-999.0,-999.0,330.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-14,-999.0,-999.0,10.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-15,301.0,320.0,310.0,260.0,340.0,360.0,160.0,70.0
2019-02-15-16,-999.0,-999.0,340.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-17,-999.0,-999.0,340.0,270.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-18,317.0,320.0,360.0,320.0,360.0,20.0,200.0,110.0
2019-02-15-19,-999.0,-999.0,340.0,320.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-20,-999.0,-999.0,320.0,330.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-21,347.0,320.0,30.0,310.0,360.0,20.0,160.0,90.0
2019-02-15-22,-999.0,-999.0,340.0,310.0,-999.0,-999.0,-999.0,-999.0
2019-02-15-23,-999.0,-999.0,310.0,320.0,-999.0,-999.0,-999.0,-999.0
