,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-10-20-00,349.0,160.0,40.0,30.0,360.0,70.0,320.0,360.0
2019-10-20-01,-999.0,-999.0,50.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-02,-999.0,-999.0,60.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-03,13.0,20.0,90.0,20.0,360.0,90.0,20.0,40.0
2019-10-20-04,-999.0,-999.0,70.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-05,-999.0,-999.0,100.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-06,103.0,50.0,70.0,30.0,360.0,270.0,270.0,40.0
2019-10-20-07,-999.0,-999.0,100.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-08,-999.0,-999.0,80.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-09,232.0,110.0,70.0,10.0,320.0,70.0,70.0,110.0
2019-10-20-10,-999.0,-999.0,80.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-11,-999.0,-999.0,60.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-12,194.0,160.0,80.0,360.0,270.0,70.0,70.0,90.0
2019-10-20-13,-999.0,-999.0,70.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-14,-999.0,-999.0,50.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-15,265.0,140.0,50.0,360.0,20.0,70.0,320.0,70.0
2019-10-20-16,-999.0,-999.0,20.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-17,-999.0,-999.0,50.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-18,344.0,140.0,30.0,360.0,90.0,360.0,320.0,70.0
2019-10-20-19,-999.0,-999.0,20.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-20,-999.0,-999.0,360.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-21,334.0,140.0,20.0,340.0,70.0,70.0,290.0,20.0
2019-10-20-22,-999.0,-999.0,20.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-10-20-23,-999.0,-999.0,30.0,360.0,-999.0,-999.0,-999.0,-999.0
