,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-09-00,61.0,200.0,50.0,110.0,70.0,20.0,270.0,340.0
2019-03-09-01,-999.0,-999.0,40.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-02,-999.0,-999.0,140.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-03,189.0,320.0,130.0,110.0,40.0,220.0,270.0,220.0
2019-03-09-04,-999.0,-999.0,170.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-05,-999.0,-999.0,200.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-06,162.0,200.0,190.0,100.0,20.0,40.0,290.0,250.0
2019-03-09-07,-999.0,-999.0,190.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-08,-999.0,-999.0,200.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-09,306.0,90.0,180.0,100.0,20.0,290.0,290.0,290.0
2019-03-09-10,-999.0,-999.0,190.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-11,-999.0,-999.0,190.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-12,270.0,70.0,200.0,100.0,40.0,290.0,320.0,290.0
2019-03-09-13,-999.0,-999.0,200.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-14,-999.0,-999.0,200.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-15,29.0,90.0,210.0,90.0,340.0,270.0,220.0,270.0
2019-03-09-16,-999.0,-999.0,200.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-17,-999.0,-999.0,210.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-18,27.0,70.0,210.0,170.0,40.0,290.0,320.0,270.0
2019-03-09-19,-999.0,-999.0,260.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-20,-999.0,-999.0,330.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-21,47.0,70.0,290.0,250.0,90.0,290.0,70.0,220.0
2019-03-09-22,-999.0,-999.0,20.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-23,-999.0,-999.0,350.0,-999.0,-999.0,-999.0,-999.0,-999.0
