,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-25-00,23.0,160.0,30.0,30.0,290.0,70.0,340.0,20.0
2019-09-25-01,-999.0,-999.0,50.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-02,-999.0,-999.0,80.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-03,328.0,50.0,40.0,20.0,220.0,110.0,340.0,70.0
2019-09-25-04,-999.0,-999.0,300.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-05,-999.0,-999.0,60.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-06,208.0,50.0,190.0,70.0,250.0,20.0,70.0,40.0
2019-09-25-07,-999.0,-999.0,180.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-08,-999.0,-999.0,150.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-09,199.0,70.0,160.0,40.0,220.0,70.0,160.0,90.0
2019-09-25-10,-999.0,-999.0,150.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-11,-999.0,-999.0,170.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-12,300.0,160.0,160.0,30.0,220.0,70.0,20.0,90.0
2019-09-25-13,-999.0,-999.0,180.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-14,-999.0,-999.0,100.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-15,343.0,70.0,50.0,30.0,180.0,90.0,90.0,40.0
2019-09-25-16,-999.0,-999.0,50.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-17,-999.0,-999.0,50.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-18,318.0,50.0,70.0,30.0,-999.0,360.0,320.0,20.0
2019-09-25-19,-999.0,-999.0,50.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-20,-999.0,-999.0,30.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-21,334.0,70.0,340.0,30.0,-999.0,360.0,290.0,20.0
2019-09-25-22,-999.0,-999.0,30.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-09-25-23,-999.0,-999.0,30.0,20.0,-999.0,-999.0,-999.0,-999.0
