,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-24-00,28.0,110.0,90.0,70.0,70.0,40.0,320.0,20.0
2019-02-24-01,-999.0,-999.0,310.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-02,-999.0,-999.0,200.0,290.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-03,279.0,50.0,200.0,210.0,20.0,40.0,290.0,70.0
2019-02-24-04,-999.0,-999.0,140.0,220.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-05,-999.0,-999.0,140.0,260.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-06,210.0,20.0,190.0,230.0,20.0,90.0,320.0,40.0
2019-02-24-07,-999.0,-999.0,170.0,290.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-08,-999.0,-999.0,170.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-09,273.0,320.0,180.0,200.0,40.0,70.0,290.0,70.0
2019-02-24-10,-999.0,-999.0,180.0,230.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-11,-999.0,-999.0,180.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-12,287.0,200.0,180.0,160.0,270.0,70.0,290.0,90.0
2019-02-24-13,-999.0,-999.0,190.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-14,-999.0,-999.0,210.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-15,285.0,230.0,270.0,140.0,40.0,360.0,220.0,90.0
2019-02-24-16,-999.0,-999.0,310.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-17,-999.0,-999.0,310.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-18,277.0,180.0,340.0,120.0,40.0,360.0,270.0,70.0
2019-02-24-19,-999.0,-999.0,10.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-20,-999.0,-999.0,20.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-21,334.0,230.0,30.0,140.0,40.0,360.0,290.0,40.0
2019-02-24-22,-999.0,-999.0,360.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-02-24-23,-999.0,-999.0,360.0,140.0,-999.0,-999.0,-999.0,-999.0
