,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-20-00,82.0,50.0,310.0,140.0,220.0,70.0,290.0,20.0
2019-08-20-01,-999.0,-999.0,340.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-02,-999.0,-999.0,190.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-03,81.0,50.0,30.0,150.0,110.0,140.0,110.0,40.0
2019-08-20-04,-999.0,-999.0,300.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-05,-999.0,-999.0,170.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-06,143.0,50.0,160.0,140.0,90.0,90.0,160.0,110.0
2019-08-20-07,-999.0,-999.0,290.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-08,-999.0,-999.0,280.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-09,126.0,50.0,30.0,140.0,90.0,90.0,90.0,110.0
2019-08-20-10,-999.0,-999.0,10.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-11,-999.0,-999.0,80.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-12,139.0,70.0,40.0,140.0,20.0,90.0,70.0,110.0
2019-08-20-13,-999.0,-999.0,30.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-14,-999.0,-999.0,350.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-15,136.0,70.0,10.0,140.0,20.0,90.0,360.0,90.0
2019-08-20-16,-999.0,-999.0,20.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-17,-999.0,-999.0,350.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-18,96.0,230.0,350.0,140.0,40.0,70.0,340.0,340.0
2019-08-20-19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-20,-999.0,-999.0,40.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-21,50.0,200.0,30.0,130.0,360.0,70.0,290.0,340.0
2019-08-20-22,-999.0,-999.0,20.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-23,-999.0,-999.0,30.0,140.0,-999.0,-999.0,-999.0,-999.0
