,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-17-00,61.0,110.0,150.0,100.0,160.0,160.0,140.0,110.0
2019-05-17-01,-999.0,-999.0,60.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-02,-999.0,-999.0,180.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-03,46.0,140.0,140.0,100.0,180.0,160.0,200.0,250.0
2019-05-17-04,-999.0,-999.0,170.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-05,-999.0,-999.0,120.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-06,345.0,110.0,150.0,110.0,220.0,160.0,290.0,140.0
2019-05-17-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-08,-999.0,-999.0,140.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-09,162.0,90.0,140.0,120.0,290.0,70.0,160.0,360.0
2019-05-17-10,-999.0,-999.0,140.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-11,-999.0,-999.0,150.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-12,283.0,70.0,140.0,110.0,90.0,360.0,160.0,110.0
2019-05-17-13,-999.0,-999.0,140.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-14,-999.0,-999.0,160.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-15,71.0,50.0,130.0,130.0,70.0,270.0,220.0,320.0
2019-05-17-16,-999.0,-999.0,140.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-17,-999.0,-999.0,140.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-18,139.0,360.0,130.0,130.0,40.0,290.0,270.0,290.0
2019-05-17-19,-999.0,-999.0,160.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-20,-999.0,-999.0,80.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-21,51.0,50.0,100.0,110.0,90.0,290.0,320.0,250.0
2019-05-17-22,-999.0,-999.0,140.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-05-17-23,-999.0,-999.0,160.0,140.0,-999.0,-999.0,-999.0,-999.0
