,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-02-00,66.0,200.0,240.0,40.0,220.0,160.0,290.0,40.0
2019-02-02-01,-999.0,-999.0,220.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-02,-999.0,-999.0,330.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-03,72.0,20.0,240.0,110.0,110.0,180.0,250.0,250.0
2019-02-02-04,-999.0,-999.0,150.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-05,-999.0,-999.0,140.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-06,76.0,360.0,170.0,130.0,70.0,160.0,250.0,270.0
2019-02-02-07,-999.0,-999.0,160.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-08,-999.0,-999.0,180.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-09,39.0,20.0,170.0,140.0,90.0,180.0,270.0,270.0
2019-02-02-10,-999.0,-999.0,280.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-11,-999.0,-999.0,280.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-12,96.0,200.0,290.0,120.0,20.0,180.0,-999.0,220.0
2019-02-02-13,-999.0,-999.0,300.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-14,-999.0,-999.0,300.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-15,86.0,180.0,300.0,120.0,270.0,220.0,160.0,220.0
2019-02-02-16,-999.0,-999.0,240.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-17,-999.0,-999.0,310.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-18,86.0,230.0,340.0,140.0,320.0,250.0,270.0,220.0
2019-02-02-19,-999.0,-999.0,20.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-20,-999.0,-999.0,350.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-21,87.0,200.0,340.0,140.0,360.0,320.0,340.0,250.0
2019-02-02-22,-999.0,-999.0,330.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-02-02-23,-999.0,-999.0,320.0,140.0,-999.0,-999.0,-999.0,-999.0
