UTC,濟州,那霸機場,上海,福州,廈門
2019-10-16-00,17.302703857421875,24.25408935546875,17.199249267578125,18.347015380859375,20.258453369140625
2019-10-16-01,17.99957275390625,25.6192626953125,18.193756103515625,19.874969482421875,21.55914306640625
2019-10-16-02,18.396331787109375,26.48980712890625,19.040435791015625,21.494293212890625,22.985382080078125
2019-10-16-03,18.536895751953125,27.21868896484375,19.53668212890625,23.066650390625,24.48431396484375
2019-10-16-04,18.687774658203125,25.72314453125,20.02838134765625,24.05157470703125,25.5386962890625
2019-10-16-05,18.704376220703125,27.308197021484375,19.313995361328125,24.259033203125,26.142547607421875
2019-10-16-06,18.39666748046875,27.784271240234375,19.844085693359375,24.361297607421875,26.324859619140625
2019-10-16-07,17.947479248046875,27.2703857421875,19.77215576171875,24.272430419921875,26.2291259765625
2019-10-16-08,17.22125244140625,26.13397216796875,18.637969970703125,23.875518798828125,25.601715087890625
2019-10-16-09,16.175445556640625,25.04827880859375,18.1202392578125,23.040313720703125,24.7156982421875
2019-10-16-10,15.695343017578125,24.837158203125,17.68988037109375,21.80047607421875,23.784332275390625
2019-10-16-11,15.455810546875,24.081268310546875,17.034820556640625,21.001007080078125,22.922088623046875
2019-10-16-12,15.40753173828125,24.31439208984375,16.99676513671875,20.428009033203125,22.135986328125
2019-10-16-13,15.426143798828125,24.0804248046875,17.12738037109375,20.021832275390626,21.68510009765625
2019-10-16-14,15.49336181640625,24.056776733398436,16.94184326171875,19.69779266357422,21.30848083496094
2019-10-16-15,15.568679809570312,23.83049774169922,17.13555145263672,19.46721649169922,20.995384216308594
2019-10-16-16,15.552391052246094,23.917340393066407,17.359272766113282,19.249045410156253,20.632134094238282
2019-10-16-17,15.594096069335937,23.908072509765624,17.569378662109376,19.000021362304686,20.43177734375
2019-10-16-18,15.650360107421875,24.027847290039062,17.75103759765625,18.83685302734375,20.28912353515625
2019-10-16-19,15.792460327148437,23.92681518554687,18.04736877441406,18.717553100585935,20.14877197265625
2019-10-16-20,15.873506774902346,23.797012329101562,17.842693176269535,18.692020874023438,20.01762939453125
2019-10-16-21,15.940994262695312,23.884605407714844,17.947921752929688,18.637313842773438,19.977920532226562
2019-10-16-22,16.089891052246095,23.854314880371096,17.760211791992187,18.530208435058594,19.877121887207032
2019-10-16-23,16.732349853515625,25.001499023437503,18.070250244140627,19.641116943359375,20.488255615234376
