UTC,濟州,那霸機場,上海,福州,廈門
2019-12-01-00,11.072265625,20.024505615234375,11.63250732421875,17.636993408203125,18.375213623046875
2019-12-01-01,11.878143310546875,19.649322509765625,12.065185546875,19.0394287109375,19.798187255859375
2019-12-01-02,12.2530517578125,20.296112060546875,12.193115234375,20.3714599609375,20.578338623046875
2019-12-01-03,12.840972900390625,22.83599853515625,12.48388671875,21.934295654296875,21.4976806640625
2019-12-01-04,13.293121337890625,23.067657470703125,13.411376953125,23.0909423828125,22.458221435546875
2019-12-01-05,13.743499755859375,23.54443359375,13.22393798828125,23.882110595703125,23.32452392578125
2019-12-01-06,14.08050537109375,23.33990478515625,13.332611083984375,24.3121337890625,24.091827392578125
2019-12-01-07,14.107452392578125,22.756011962890625,12.61029052734375,24.221435546875,23.69061279296875
2019-12-01-08,14.078277587890625,22.252227783203125,12.1578369140625,23.42193603515625,22.3077392578125
2019-12-01-09,14.07403564453125,22.119964599609375,11.375579833984375,22.27130126953125,20.8992919921875
2019-12-01-10,14.256500244140625,21.6705322265625,10.068817138671875,20.64111328125,20.2825927734375
2019-12-01-11,10.133575439453125,21.4678955078125,9.584228515625,19.68475341796875,20.134857177734375
2019-12-01-12,9.8387451171875,20.8990478515625,9.104583740234375,18.85430908203125,19.8785400390625
2019-12-01-13,9.264273681640626,20.451292724609377,8.590808105468751,17.825261230468747,19.42875732421875
2019-12-01-14,9.17792999267578,20.31158966064453,8.041930541992187,16.649171447753908,18.10775207519531
2019-12-01-15,8.993728637695312,20.092002868652344,7.635673522949219,15.779777526855469,17.441238403320312
2019-12-01-16,8.851420898437501,20.361827392578128,7.16839324951172,14.997181701660157,16.885743408203126
2019-12-01-17,8.922588500976563,19.600050659179686,6.960908813476562,14.466483764648437,16.437940673828123
2019-12-01-18,9.249496459960938,19.222564697265625,6.83721923828125,13.852249145507812,16.128387451171875
2019-12-01-19,9.161207885742186,18.802286987304687,6.4885498046875,13.547586059570312,15.87796203613281
2019-12-01-20,8.790567016601564,18.910560607910156,6.119988403320313,13.179656372070314,15.53483093261719
2019-12-01-21,8.490242004394531,19.03118133544922,5.782218933105469,12.680908203125,15.368827819824219
2019-12-01-22,8.513082885742188,19.42452423095703,5.557042541503906,12.38995178222656,15.037154846191406
2019-12-01-23,7.824521484375,19.16526123046875,5.538555908203125,12.60936279296875,14.472795410156252
