UTC,濟州,那霸機場,上海,福州,廈門
2019-09-23-00,18.77386474609375,26.03369140625,21.979522705078125,23.5938720703125,24.550628662109375
2019-09-23-01,19.398040771484375,26.484832763671875,22.666168212890625,24.761474609375,25.827117919921875
2019-09-23-02,19.766326904296875,27.116973876953125,23.580718994140625,25.911346435546875,27.21795654296875
2019-09-23-03,20.1339111328125,26.93896484375,23.322265625,27.1578369140625,28.26318359375
2019-09-23-04,20.679168701171875,27.599151611328125,25.48382568359375,27.966796875,28.9361572265625
2019-09-23-05,21.3199462890625,27.67889404296875,25.6859130859375,28.6595458984375,29.20001220703125
2019-09-23-06,21.733123779296875,27.630889892578125,25.453826904296875,29.188446044921875,27.732940673828125
2019-09-23-07,21.627471923828125,27.2366943359375,25.127593994140625,29.249481201171875,28.01483154296875
2019-09-23-08,21.276641845703125,26.349212646484375,24.599273681640625,28.3914794921875,27.45623779296875
2019-09-23-09,20.618682861328125,25.520233154296875,23.77484130859375,26.645172119140625,26.87109375
2019-09-23-10,20.04107666015625,24.728759765625,22.486175537109375,25.20281982421875,25.996246337890625
2019-09-23-11,19.59783935546875,24.31549072265625,21.876708984375,24.523651123046875,25.399688720703125
2019-09-23-12,19.2059326171875,24.53289794921875,21.482177734375,24.082672119140625,25.011322021484375
2019-09-23-13,18.84048583984375,24.547235107421876,21.273050537109377,23.70887451171875,24.800695800781252
2019-09-23-14,18.580377807617186,24.119525756835934,21.098121032714843,23.25907775878906,24.47412872314453
2019-09-23-15,18.33300018310547,23.923561096191406,20.939849853515625,22.825660705566406,24.09796905517578
2019-09-23-16,18.067765197753907,23.734122009277346,20.70582427978516,22.29127349853516,23.6941259765625
2019-09-23-17,17.81085205078125,23.43728332519531,20.450068969726562,21.836308593749997,23.18250610351562
2019-09-23-18,17.52740478515625,23.376998901367188,20.17462158203125,21.388427734375,22.761810302734375
2019-09-23-19,17.271619873046873,23.26148010253906,19.96649169921875,21.00908203125,22.427855834960937
2019-09-23-20,16.968731994628907,23.051908264160158,19.68535064697266,20.57060455322266,22.049246215820315
2019-09-23-21,16.79035186767578,23.349273681640625,19.29248046875,20.209091186523438,21.784042358398438
2019-09-23-22,17.484522705078124,23.125770568847656,19.38580322265625,19.94534027099609,21.70052459716797
2019-09-23-23,18.658018798828124,24.04620849609375,20.404611816406252,21.312325439453126,22.543802490234373
