UTC,濟州,那霸機場,上海,福州,廈門
2019-07-02-00,1.328739726553872,5.6764399116222215,3.2283813083519046,3.806606305143232,2.7763944181285662
2019-07-02-01,1.5220016957990705,6.090019623277822,4.2245707575855045,4.394019900010285,2.667907658773013
2019-07-02-02,2.4542750095263144,6.7099733995361,4.074605381613287,5.553714669616853,2.2595522197471833
2019-07-02-03,2.492484015507679,7.16975995875073,4.068584745555998,5.4891152905580745,3.6764446712260725
2019-07-02-04,1.9957051213979287,7.4493937540235935,4.51744596972036,5.861164497281936,4.247035131953564
2019-07-02-05,2.3093982479840665,6.9254294242604315,4.230714032320156,6.040582860232252,5.1434074030039305
2019-07-02-06,2.385008791993033,6.073263685635453,4.722692798566732,6.404156121188022,7.2858206853828635
2019-07-02-07,1.8941821049070662,5.392730921592133,4.503447167300218,6.2872330930765985,6.9571401172910035
2019-07-02-08,2.050045430191275,5.447235299978552,4.7284398433199675,6.021664189008599,7.24312797588769
2019-07-02-09,2.532562952297311,5.2949978882113555,4.643490270608209,4.950254095623391,7.012061189641895
2019-07-02-10,1.9646714418578533,4.395765065456412,4.426381149403947,4.132399103915845,6.09499670570111
2019-07-02-11,1.2028768160188847,4.0695104737558605,4.344073001442342,3.4444460524289178,4.519923913275363
2019-07-02-12,0.8949083372644568,3.7278421138541646,4.316679431760792,2.704950452826968,4.295605022773603
2019-07-02-13,0.865652247767672,3.9343674601531813,3.925113413236842,2.7321699437703644,3.2528880109567124
2019-07-02-14,0.6891471534853941,3.4340483841297527,4.032415077527996,2.7330786651478074,3.236722331815259
2019-07-02-15,0.18562557284556458,3.7528292765272155,4.390260594149562,3.008422457977375,2.692406817116388
2019-07-02-16,0.2366840330660315,3.9844083124374143,4.329625866905549,2.328200898018628,2.680504044130265
2019-07-02-17,0.30226222545567544,3.9120411085488334,3.9372548680784596,2.108471218997538,1.5980551302572783
2019-07-02-18,1.208341031465656,3.9704448096932174,3.9132433957106643,2.722964544593337,1.1418408118709245
2019-07-02-19,1.666646538903407,3.900626381022448,4.082691512019919,2.173514601543978,1.4943870693338541
2019-07-02-20,1.8027388694344353,3.7008882657694824,3.7660740149631913,1.688958781700237,1.382591586695026
2019-07-02-21,1.5380954868405203,4.132814672201018,3.7603013399694145,1.6494945157892598,1.664404430455504
2019-07-02-22,3.0679733964971536,5.1965999760852695,3.4162423263598054,0.6952167871650539,0.19454826493357985
2019-07-02-23,4.182457036287051,5.79599379973294,4.201856351782051,0.9188423658430144,1.226076171848626
