UTC,濟州,那霸機場,上海,福州,廈門
2019-12-31-00,8.17748,6.4280567,6.396208,4.7725677,8.583662
2019-12-31-01,8.2584095,6.902043,5.0022807,4.8265715,9.362082
2019-12-31-02,7.74384,7.024489,5.693391,5.013102,9.769358
2019-12-31-03,6.8824444,7.256842,5.277622,5.2347097,9.925094
2019-12-31-04,5.7937813,7.399462,5.366081,4.9118176,9.759721
2019-12-31-05,5.8544407,6.9764304,4.0349293,4.9382954,9.386353
2019-12-31-06,6.0866094,6.944813,5.5594764,4.9460597,9.208607
2019-12-31-07,5.984724,6.474182,4.8972306,4.506652,8.883403
2019-12-31-08,5.668099,6.4499626,4.7416,4.5288024,8.306093
2019-12-31-09,5.2501926,5.393115,4.2444205,4.367163,8.015482
2019-12-31-10,4.532013,4.9197497,4.2852874,4.180648,7.8579793
2019-12-31-11,3.664604,4.918833,3.7379987,4.1932507,7.667661
2019-12-31-12,3.3314638,4.7665277,3.6321332,4.1520486,7.190507
2019-12-31-13,2.9953918,4.720658,3.4693925,4.00626,7.1592793
2019-12-31-14,2.5042057,4.2876377,3.898765,3.7941706,7.074933
2019-12-31-15,2.2897353,5.2588477,3.0618277,3.62558,7.143512
2019-12-31-16,2.343499,4.7109556,2.4737465,3.5499232,6.878792
2019-12-31-17,2.4008136,4.306232,2.4177198,3.5785716,6.2280273
2019-12-31-18,2.2164745,4.2618847,2.6701496,3.237177,5.8643603
2019-12-31-19,2.4166226,3.930134,2.7911942,2.32631,5.753492
2019-12-31-20,2.4324293,4.12912,2.0311139,1.2964561,5.677794
2019-12-31-21,2.2018049,4.015518,1.8752261,0.8819525,5.7181315
2019-12-31-22,2.4870276,3.3322384,1.6918764,0.7859447,5.490176
2019-12-31-23,2.3737643,3.8391032,2.4293041,0.7295581,5.3438706
