UTC,濟州,那霸機場,上海,福州,廈門
2019-08-20-00,5.524838373009747,5.492849704276486,3.0398953552115264,1.1175445076341002,5.110729947220617
2019-08-20-01,5.82059491455792,6.414138884743787,3.1433403935795057,1.5342872698062855,5.486908081890614
2019-08-20-02,5.581068152247857,7.229513130845503,3.266457837935012,2.221409048459807,5.549062706808733
2019-08-20-03,5.766558412002943,7.205369902445932,3.6005680906948774,3.5138735466407427,5.3668950486201235
2019-08-20-04,6.0227706570594615,7.507999200289382,3.8645339825370635,4.577802925892394,5.141485760280981
2019-08-20-05,5.908153240066338,7.720100680471749,4.086537669754399,4.639021979130038,5.636889568354033
2019-08-20-06,5.650338295948481,7.0282689581067626,4.48390865359059,4.884830951097978,6.2757265210902204
2019-08-20-07,6.012994159192323,6.725011397785017,4.253218157088947,4.629066484239353,6.566007079094339
2019-08-20-08,5.6960693641860605,6.0663628454618355,3.8763346663021134,4.7151547563278,6.6570626018320365
2019-08-20-09,5.612383365845559,5.4746755728706775,3.5495224154452654,4.362851572388411,6.083681148259554
2019-08-20-10,5.578206435644699,4.762455485059474,3.3457936292722215,3.7203658757224924,5.398093799775225
2019-08-20-11,4.693764442118802,4.992306134700848,3.1568715246810677,2.7779653632385184,4.991521502999623
2019-08-20-12,6.536996006680823,4.700753567676439,2.9476186528170563,2.247374268508908,5.135479904577791
2019-08-20-13,6.409492437295781,4.3910559991018285,2.8016744664080195,1.426505849083905,4.821407790014965
2019-08-20-14,3.1108026729480946,4.066179892817831,2.563633496625383,1.0253297380246273,4.607819120799575
2019-08-20-15,1.527494057579613,3.755377302565238,2.7286007969192654,0.824133583347798,4.117767473893125
2019-08-20-16,0.7754079173317024,3.6454007763371554,2.4887662622112154,1.1381008861832143,3.647341940993969
2019-08-20-17,0.35610238820215223,3.252950549514902,1.563389807285805,1.0460439816924072,3.2494540259982037
2019-08-20-18,0.5616017723515049,3.240073553269814,0.853590415004534,0.6833288306879561,2.966257224138273
2019-08-20-19,0.6291916785780807,2.936747286216203,0.5572923656385359,0.870380954579594,2.610972844741694
2019-08-20-20,0.504794762046792,2.8133081302959777,1.1535435770971378,0.8158542604449618,2.36308060982456
2019-08-20-21,0.14053372802523664,2.795708491105457,1.6129139108002097,1.1163495582120928,1.9671192129901107
2019-08-20-22,0.38634818792930314,2.9887134484939746,1.6194804836876622,0.7574588483810377,1.734718623260913
2019-08-20-23,0.5225739643490199,3.7601881497588048,1.6807463348666187,0.39670152723641244,1.448346626896792
