,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2021-07-15-00,190,160,190,130,130,170,60,100,40,150,350,180,240,330,340,340,80,70,40,30,330,10,210,30
2021-07-15-01,180,140,210,120,120,250,230,120,100,150,340,240,160,330,320,340,80,50,360,20,50,320,350,20
2021-07-15-02,190,160,200,130,100,270,200,280,110,140,330,30,140,340,350,360,90,50,360,300,70,190,30,20
2021-07-15-03,200,160,210,120,110,300,310,280,100,140,330,330,140,340,330,360,90,90,340,310,90,280,320,210
2021-07-15-04,190,160,200,110,110,320,70,280,120,150,320,260,130,330,360,330,80,90,330,320,80,310,60,100
2021-07-15-05,190,120,210,120,130,330,70,340,120,150,320,280,140,320,360,340,80,110,350,300,120,290,30,80
2021-07-15-06,170,120,200,120,120,320,70,330,100,150,310,320,130,300,330,70,100,130,270,190,80,310,150,70
2021-07-15-07,180,150,210,110,130,300,70,10,110,150,350,350,120,330,290,250,60,90,170,170,90,300,50,90
2021-07-15-08,180,140,180,110,120,280,50,30,120,150,330,340,120,220,260,200,110,60,60,350,140,160,40,80
2021-07-15-09,180,130,180,110,110,230,50,270,110,150,270,200,110,290,190,130,90,40,70,100,160,290,20,60
2021-07-15-10,190,130,200,120,120,230,70,230,100,150,200,170,220,220,290,110,90,340,100,80,40,-999,350,60
2021-07-15-11,180,130,80,120,110,220,70,180,100,160,170,150,180,190,180,160,90,330,70,40,20,60,300,130
2021-07-15-12,190,130,100,120,140,220,60,170,90,170,180,190,190,140,90,50,90,340,100,80,320,80,300,80
2021-07-15-13,180,160,80,130,120,220,60,200,90,170,200,-999,290,50,180,130,100,330,130,150,340,340,320,60
2021-07-15-14,200,140,90,80,100,210,50,60,80,160,210,150,290,-999,130,90,110,340,120,100,340,330,320,100
2021-07-15-15,190,150,80,100,120,40,70,80,100,170,200,190,230,180,250,120,90,350,120,80,360,120,360,90
2021-07-15-16,190,140,80,120,100,40,70,10,40,160,190,220,230,190,80,60,110,20,120,120,360,80,360,60
2021-07-15-17,190,140,70,120,80,350,60,290,30,-999,160,100,240,320,280,30,120,10,100,100,350,340,290,40
2021-07-15-18,170,120,80,130,100,280,60,220,40,200,180,130,240,60,-999,70,110,30,120,70,330,340,310,40
2021-07-15-19,180,130,70,60,120,50,60,50,20,220,180,100,270,90,100,100,100,360,100,-999,340,90,20,60
2021-07-15-20,190,130,90,120,100,230,60,70,-999,170,190,170,190,350,360,80,90,350,110,140,310,340,40,70
2021-07-15-21,190,120,80,120,90,130,50,80,260,130,170,120,240,320,330,60,120,300,100,70,350,80,10,70
2021-07-15-22,200,100,90,130,90,160,70,60,270,270,150,130,230,350,40,70,110,330,80,70,350,50,30,70
2021-07-15-23,190,120,240,100,100,170,200,60,340,20,170,-999,260,-999,350,70,80,50,100,50,10,350,30,40
