,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2021-05-02-00,160,210,180,360,190,70,60,80,20,90,10,170,240,170,340,10,330,-999,10,30,320,20,80,80
2021-05-02-01,200,180,210,40,150,60,110,20,50,60,30,220,240,330,360,360,-999,140,350,310,140,240,40,70
2021-05-02-02,180,270,220,50,30,20,280,360,120,70,10,10,160,340,340,340,190,160,360,100,110,270,50,130
2021-05-02-03,210,300,210,40,300,20,280,30,90,80,360,240,120,300,330,340,180,160,280,300,130,290,80,180
2021-05-02-04,360,300,210,20,300,10,240,360,90,90,360,340,100,330,350,300,160,140,320,290,120,300,120,210
2021-05-02-05,350,310,230,360,340,30,90,360,80,80,10,350,120,320,340,320,140,90,290,300,100,310,120,280
2021-05-02-06,350,350,230,350,330,10,30,360,80,80,10,350,90,320,320,300,140,140,300,280,100,300,120,20
2021-05-02-07,80,10,30,360,330,30,20,360,80,60,20,350,90,330,60,350,100,110,310,290,110,310,120,290
2021-05-02-08,80,10,30,20,80,50,10,10,70,80,30,330,70,270,80,350,100,120,330,310,100,300,50,130
2021-05-02-09,100,210,20,30,90,40,70,60,60,80,20,330,70,280,10,350,110,100,350,330,80,310,40,80
2021-05-02-10,150,330,30,60,80,50,70,30,60,100,30,330,20,210,120,350,120,20,330,330,70,310,30,70
2021-05-02-11,160,140,50,60,100,40,60,360,40,210,20,360,10,70,280,330,140,340,350,340,40,300,20,90
2021-05-02-12,180,120,60,80,90,40,80,360,60,220,40,10,340,190,240,310,140,350,360,350,50,310,20,70
2021-05-02-13,190,120,60,40,90,40,60,350,90,130,30,330,320,190,-999,310,150,30,350,360,10,310,30,90
2021-05-02-14,160,60,40,40,100,50,70,100,70,160,30,350,330,160,90,290,170,40,330,320,40,300,20,60
2021-05-02-15,160,130,50,30,100,60,70,100,100,140,20,20,330,190,150,280,160,340,340,340,40,340,30,80
2021-05-02-16,190,120,50,40,100,60,60,90,120,130,10,170,260,200,340,280,180,340,340,340,100,310,40,80
2021-05-02-17,190,90,70,100,100,90,60,80,150,150,10,130,260,200,230,290,200,20,350,350,350,60,40,80
2021-05-02-18,180,120,70,50,100,180,70,90,120,150,190,200,210,200,270,280,210,360,340,360,300,60,40,80
2021-05-02-19,180,120,80,70,100,210,70,120,140,160,190,220,300,250,-999,250,210,20,10,360,40,60,50,90
2021-05-02-20,190,120,80,100,90,140,70,110,120,150,180,180,250,100,70,240,200,320,40,10,330,30,10,80
2021-05-02-21,180,130,90,110,100,140,70,120,120,160,180,200,230,10,150,270,220,320,360,30,310,350,20,90
2021-05-02-22,180,130,80,90,100,90,-999,120,110,190,200,200,240,50,300,240,220,120,350,350,340,340,20,80
2021-05-02-23,180,140,90,100,90,60,70,120,130,170,210,220,250,240,160,250,210,230,360,20,20,340,30,90
