,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-04-07-00,340,130,310,160,170,250,70,90,120,60,130,170,270,140,200,160,220,150,130,60,360,60,40,320
2019-04-07-01,20,190,310,240,180,250,-999,280,140,330,180,200,240,340,310,200,250,150,160,160,360,290,100,300
2019-04-07-02,350,270,280,230,260,250,250,270,100,30,200,210,170,330,-999,230,230,140,240,220,170,280,60,300
2019-04-07-03,330,300,270,230,300,230,220,280,160,50,200,200,140,330,330,260,220,160,250,200,150,290,60,300
2019-04-07-04,330,310,260,220,250,240,230,280,170,70,230,240,100,350,20,280,210,170,240,270,130,300,70,300
2019-04-07-05,360,310,300,240,290,260,240,290,130,110,230,250,100,320,20,290,210,140,300,280,110,310,50,290
2019-04-07-06,360,300,280,250,280,260,240,270,130,110,230,220,100,300,310,290,220,50,310,290,60,310,40,300
2019-04-07-07,350,300,280,240,270,260,230,280,100,110,230,190,100,290,320,310,240,40,330,310,50,320,50,300
2019-04-07-08,320,310,320,280,280,260,220,290,110,150,240,230,100,350,290,320,220,20,320,300,50,320,40,300
2019-04-07-09,80,310,310,210,270,250,270,290,140,150,240,210,100,280,330,320,250,20,310,290,40,320,30,310
2019-04-07-10,80,330,280,210,230,240,250,280,190,150,220,230,40,230,260,310,270,30,300,310,30,320,30,330
2019-04-07-11,-999,330,350,50,10,270,70,290,190,170,150,200,10,140,200,290,250,20,300,310,40,330,30,340
2019-04-07-12,150,330,360,30,-999,250,60,310,130,180,170,200,330,150,310,260,270,20,300,310,30,330,30,330
2019-04-07-13,-999,90,-999,30,60,260,50,220,80,240,210,230,260,50,340,230,270,350,300,280,20,330,40,360
2019-04-07-14,160,80,-999,270,20,170,-999,-999,80,250,220,230,250,340,340,200,280,290,280,250,-999,300,330,-999
2019-04-07-15,150,110,30,250,-999,210,-999,120,80,280,170,190,280,260,330,240,260,330,250,210,360,320,170,-999
2019-04-07-16,180,90,70,210,170,190,210,80,20,250,110,130,270,220,280,60,260,330,200,180,310,320,260,-999
2019-04-07-17,190,110,70,230,160,150,-999,100,270,260,130,130,270,270,210,70,220,340,-999,180,330,310,320,20
2019-04-07-18,180,110,60,210,170,140,-999,150,290,260,130,-999,270,30,180,80,190,360,100,-999,320,340,290,340
2019-04-07-19,190,120,70,170,180,200,210,100,280,240,130,-999,270,320,170,90,220,340,90,90,360,50,300,340
2019-04-07-20,190,110,70,190,180,160,200,110,270,270,120,-999,250,10,160,80,250,330,-999,60,300,60,250,-999
2019-04-07-21,180,130,50,210,130,170,210,110,-999,260,130,80,270,350,170,70,250,320,-999,60,310,70,290,-999
2019-04-07-22,210,-999,50,210,170,150,220,100,270,270,130,90,260,360,160,60,250,320,120,70,300,60,230,20
2019-04-07-23,170,-999,40,210,160,160,200,100,-999,260,130,-999,270,-999,60,50,270,330,90,80,310,60,80,-999
