,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-05-14-00,150,-999,290,350,190,270,200,280,170,70,180,170,270,260,320,-999,290,-999,300,-999,350,300,120,300
2019-05-14-01,160,310,320,240,280,290,230,270,130,110,210,180,120,320,330,-999,300,140,320,340,30,290,80,310
2019-05-14-02,330,-999,300,240,270,270,260,290,120,90,240,180,110,340,350,280,270,100,290,270,110,310,110,310
2019-05-14-03,200,320,290,240,280,270,250,290,130,100,240,210,130,300,320,280,270,120,310,290,130,300,110,300
2019-05-14-04,320,310,280,240,300,270,280,300,140,100,250,220,140,310,10,280,240,80,290,270,100,300,80,280
2019-05-14-05,320,320,270,50,320,270,270,290,150,100,240,240,110,300,330,280,230,80,230,280,100,290,50,290
2019-05-14-06,340,310,320,360,320,300,260,300,140,90,260,220,110,310,310,280,260,40,250,250,60,290,60,270
2019-05-14-07,20,10,250,350,320,330,300,320,140,110,280,220,110,290,280,290,210,20,310,280,60,290,60,270
2019-05-14-08,350,10,270,10,310,30,310,320,140,90,280,250,110,350,360,280,210,30,270,260,50,300,50,290
2019-05-14-09,20,10,-999,10,320,40,40,310,140,90,280,240,90,330,340,300,250,20,280,290,60,290,40,290
2019-05-14-10,170,20,-999,50,-999,50,20,320,190,60,310,240,100,300,310,290,280,20,300,280,40,300,40,330
2019-05-14-11,150,20,-999,50,90,50,360,20,190,70,330,220,90,280,250,270,260,30,310,280,40,320,20,330
2019-05-14-12,180,20,-999,40,70,60,20,20,190,80,360,210,90,270,220,270,260,20,340,280,40,320,-999,280
2019-05-14-13,190,-999,120,40,70,60,70,30,140,90,20,190,60,190,170,-999,240,30,340,-999,30,280,310,30
2019-05-14-14,190,170,-999,40,70,60,50,40,140,80,330,240,50,270,300,-999,260,20,360,-999,40,220,350,60
2019-05-14-15,170,160,-999,50,80,50,50,30,130,30,360,270,50,280,190,250,220,340,30,-999,30,200,20,40
2019-05-14-16,140,-999,-999,50,40,40,50,350,120,20,20,200,30,140,180,260,250,360,80,60,20,220,300,-999
2019-05-14-17,60,160,-999,30,70,60,-999,50,80,290,20,-999,20,-999,140,60,250,20,-999,-999,20,250,-999,60
2019-05-14-18,40,130,-999,60,40,40,40,110,70,360,30,50,40,250,190,50,250,330,70,120,10,200,250,30
2019-05-14-19,30,140,290,30,60,50,30,-999,340,350,360,140,20,-999,170,60,250,320,90,80,320,-999,210,60
2019-05-14-20,20,150,-999,20,80,110,60,110,210,250,20,-999,40,220,150,-999,250,350,-999,350,290,230,300,60
2019-05-14-21,30,150,-999,-999,130,-999,50,70,230,240,10,-999,330,330,-999,-999,250,10,30,50,350,-999,280,90
2019-05-14-22,30,150,240,-999,90,40,60,70,360,240,360,110,290,330,10,40,250,320,40,360,300,60,290,-999
2019-05-14-23,30,170,300,40,90,50,50,110,130,-999,340,-999,300,-999,-999,60,260,360,30,20,350,180,290,-999
