,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-16-00,22.5,25.1,22.6,24.7,22.1,20.0,21.3,24.8
2019-05-16-01,-999.0,-999.0,21.7,25.0,-999.0,-999.0,-999.0,-999.0
2019-05-16-02,-999.0,-999.0,23.1,25.1,-999.0,-999.0,-999.0,-999.0
2019-05-16-03,28.2,26.2,22.8,25.1,28.2,21.2,22.2,27.6
2019-05-16-04,-999.0,-999.0,23.7,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-16-05,-999.0,-999.0,23.9,24.2,-999.0,-999.0,-999.0,-999.0
2019-05-16-06,30.0,27.7,23.4,24.1,31.8,23.2,24.2,30.8
2019-05-16-07,-999.0,-999.0,23.2,24.0,-999.0,-999.0,-999.0,-999.0
2019-05-16-08,-999.0,-999.0,22.3,24.3,-999.0,-999.0,-999.0,-999.0
2019-05-16-09,28.1,25.3,20.8,24.1,32.3,22.1,24.6,26.8
2019-05-16-10,-999.0,-999.0,20.0,23.6,-999.0,-999.0,-999.0,-999.0
2019-05-16-11,-999.0,-999.0,19.4,23.4,-999.0,-999.0,-999.0,-999.0
2019-05-16-12,23.5,22.6,18.4,22.9,28.4,21.1,23.3,24.9
2019-05-16-13,-999.0,-999.0,18.5,22.9,-999.0,-999.0,-999.0,-999.0
2019-05-16-14,-999.0,-999.0,17.3,22.7,-999.0,-999.0,-999.0,-999.0
2019-05-16-15,20.7,20.5,16.8,22.6,25.6,21.0,22.9,24.6
2019-05-16-16,-999.0,-999.0,16.3,22.4,-999.0,-999.0,-999.0,-999.0
2019-05-16-17,-999.0,-999.0,17.0,22.8,-999.0,-999.0,-999.0,-999.0
2019-05-16-18,19.2,20.5,16.0,23.1,23.6,20.7,22.4,24.4
2019-05-16-19,-999.0,-999.0,15.6,23.1,-999.0,-999.0,-999.0,-999.0
2019-05-16-20,-999.0,-999.0,15.7,23.2,-999.0,-999.0,-999.0,-999.0
2019-05-16-21,17.7,22.3,17.8,23.4,19.9,20.5,22.3,24.5
2019-05-16-22,-999.0,-999.0,19.8,23.8,-999.0,-999.0,-999.0,-999.0
2019-05-16-23,-999.0,-999.0,20.6,25.0,-999.0,-999.0,-999.0,-999.0
