,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-03-00,4.5,11.6,4.4,22.9,3.2,7.0,12.6,16.0
2019-03-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-03-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-03-03,14.0,12.9,5.7,25.5,10.0,7.5,13.8,16.9
2019-03-03-04,-999.0,-999.0,6.0,25.6,-999.0,-999.0,-999.0,-999.0
2019-03-03-05,-999.0,-999.0,6.8,25.7,-999.0,-999.0,-999.0,-999.0
2019-03-03-06,15.7,12.5,6.2,25.7,13.6,10.7,15.9,17.2
2019-03-03-07,-999.0,-999.0,6.3,25.9,-999.0,-999.0,-999.0,-999.0
2019-03-03-08,-999.0,-999.0,6.3,22.2,-999.0,-999.0,-999.0,-999.0
2019-03-03-09,13.0,11.7,6.5,20.3,13.4,9.7,15.6,18.7
2019-03-03-10,-999.0,-999.0,6.6,19.8,-999.0,-999.0,-999.0,-999.0
2019-03-03-11,-999.0,-999.0,6.1,19.6,-999.0,-999.0,-999.0,-999.0
2019-03-03-12,10.6,11.2,6.0,20.5,9.5,8.6,13.5,16.0
2019-03-03-13,-999.0,-999.0,6.0,20.6,-999.0,-999.0,-999.0,-999.0
2019-03-03-14,-999.0,-999.0,6.0,20.5,-999.0,-999.0,-999.0,-999.0
2019-03-03-15,8.7,10.9,6.0,20.5,6.1,7.2,12.9,15.4
2019-03-03-16,-999.0,-999.0,6.2,20.5,-999.0,-999.0,-999.0,-999.0
2019-03-03-17,-999.0,-999.0,6.4,20.2,-999.0,-999.0,-999.0,-999.0
2019-03-03-18,7.5,9.5,6.6,19.8,3.3,7.2,12.4,15.6
2019-03-03-19,-999.0,-999.0,6.7,19.6,-999.0,-999.0,-999.0,-999.0
2019-03-03-20,-999.0,-999.0,7.0,19.2,-999.0,-999.0,-999.0,-999.0
2019-03-03-21,6.0,9.1,7.3,19.1,1.1,7.2,11.2,14.6
2019-03-03-22,-999.0,-999.0,7.6,19.0,-999.0,-999.0,-999.0,-999.0
2019-03-03-23,-999.0,-999.0,7.9,18.7,-999.0,-999.0,-999.0,-999.0
