,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-25-00,22.7,22.1,26.1,25.9,25.8,25.7,23.3,22.8
2019-05-25-01,-999.0,-999.0,27.9,26.2,-999.0,-999.0,-999.0,-999.0
2019-05-25-02,-999.0,-999.0,30.1,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-25-03,26.2,24.5,30.4,26.6,30.0,28.5,26.3,25.2
2019-05-25-04,-999.0,-999.0,30.4,27.0,-999.0,-999.0,-999.0,-999.0
2019-05-25-05,-999.0,-999.0,30.9,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-25-06,27.5,24.2,31.5,27.3,33.3,28.2,27.0,24.6
2019-05-25-07,-999.0,-999.0,30.3,27.1,-999.0,-999.0,-999.0,-999.0
2019-05-25-08,-999.0,-999.0,28.7,26.4,-999.0,-999.0,-999.0,-999.0
2019-05-25-09,27.1,23.8,26.8,25.5,33.2,26.1,26.7,25.2
2019-05-25-10,-999.0,-999.0,25.1,24.7,-999.0,-999.0,-999.0,-999.0
2019-05-25-11,-999.0,-999.0,23.4,24.3,-999.0,-999.0,-999.0,-999.0
2019-05-25-12,24.2,22.5,23.3,24.0,29.9,23.7,25.2,24.6
2019-05-25-13,-999.0,-999.0,21.5,23.8,-999.0,-999.0,-999.0,-999.0
2019-05-25-14,-999.0,-999.0,20.6,23.8,-999.0,-999.0,-999.0,-999.0
2019-05-25-15,21.5,22.0,19.8,23.8,28.6,23.0,24.2,23.6
2019-05-25-16,-999.0,-999.0,19.7,23.8,-999.0,-999.0,-999.0,-999.0
2019-05-25-17,-999.0,-999.0,19.5,23.6,-999.0,-999.0,-999.0,-999.0
2019-05-25-18,20.2,21.2,19.2,23.7,25.3,23.7,23.6,23.5
2019-05-25-19,-999.0,-999.0,18.9,23.5,-999.0,-999.0,-999.0,-999.0
2019-05-25-20,-999.0,-999.0,19.0,23.3,-999.0,-999.0,-999.0,-999.0
2019-05-25-21,18.7,21.0,21.1,23.3,22.6,21.7,23.4,23.8
2019-05-25-22,-999.0,-999.0,23.3,24.4,-999.0,-999.0,-999.0,-999.0
2019-05-25-23,-999.0,-999.0,25.2,25.5,-999.0,-999.0,-999.0,-999.0
