,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-08-00,21.5,20.2,20.5,27.9,25.5,24.1,25.0,26.9
2019-06-08-01,-999.0,-999.0,21.1,28.3,-999.0,-999.0,-999.0,-999.0
2019-06-08-02,-999.0,-999.0,22.4,28.3,-999.0,-999.0,-999.0,-999.0
2019-06-08-03,26.0,20.9,22.6,28.7,31.2,25.5,26.9,31.4
2019-06-08-04,-999.0,-999.0,22.5,28.5,-999.0,-999.0,-999.0,-999.0
2019-06-08-05,-999.0,-999.0,24.3,28.2,-999.0,-999.0,-999.0,-999.0
2019-06-08-06,27.2,21.5,24.5,28.0,33.4,26.5,29.1,31.6
2019-06-08-07,-999.0,-999.0,24.2,28.2,-999.0,-999.0,-999.0,-999.0
2019-06-08-08,-999.0,-999.0,22.5,28.2,-999.0,-999.0,-999.0,-999.0
2019-06-08-09,24.5,20.4,21.3,27.9,33.0,25.5,28.3,30.5
2019-06-08-10,-999.0,-999.0,20.4,27.7,-999.0,-999.0,-999.0,-999.0
2019-06-08-11,-999.0,-999.0,20.3,27.6,-999.0,-999.0,-999.0,-999.0
2019-06-08-12,22.0,20.5,20.1,27.5,28.2,22.5,27.2,28.9
2019-06-08-13,-999.0,-999.0,19.8,27.4,-999.0,-999.0,-999.0,-999.0
2019-06-08-14,-999.0,-999.0,19.7,27.4,-999.0,-999.0,-999.0,-999.0
2019-06-08-15,20.6,19.5,19.4,27.3,25.2,21.5,26.4,27.7
2019-06-08-16,-999.0,-999.0,17.9,27.3,-999.0,-999.0,-999.0,-999.0
2019-06-08-17,-999.0,-999.0,17.4,27.2,-999.0,-999.0,-999.0,-999.0
2019-06-08-18,19.6,18.5,17.1,27.0,25.0,21.7,26.3,26.9
2019-06-08-19,-999.0,-999.0,16.7,26.9,-999.0,-999.0,-999.0,-999.0
2019-06-08-20,-999.0,-999.0,16.5,26.9,-999.0,-999.0,-999.0,-999.0
2019-06-08-21,19.2,17.7,16.7,27.0,23.5,22.0,25.9,26.8
2019-06-08-22,-999.0,-999.0,17.0,27.2,-999.0,-999.0,-999.0,-999.0
2019-06-08-23,-999.0,-999.0,17.6,27.5,-999.0,-999.0,-999.0,-999.0
