,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-09-00,3.2,11.5,8.0,19.3,6.0,9.2,9.5,12.2
2019-03-09-01,-999.0,-999.0,10.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-02,-999.0,-999.0,12.5,20.0,-999.0,-999.0,-999.0,-999.0
2019-03-09-03,10.7,14.5,14.1,19.9,10.0,10.2,11.1,13.2
2019-03-09-04,-999.0,-999.0,15.6,19.9,-999.0,-999.0,-999.0,-999.0
2019-03-09-05,-999.0,-999.0,16.6,20.3,-999.0,-999.0,-999.0,-999.0
2019-03-09-06,14.0,16.0,16.3,20.1,11.3,11.0,11.7,13.7
2019-03-09-07,-999.0,-999.0,15.1,19.8,-999.0,-999.0,-999.0,-999.0
2019-03-09-08,-999.0,-999.0,14.4,19.2,-999.0,-999.0,-999.0,-999.0
2019-03-09-09,12.1,12.2,13.5,19.3,11.6,10.7,12.9,14.3
2019-03-09-10,-999.0,-999.0,12.9,19.4,-999.0,-999.0,-999.0,-999.0
2019-03-09-11,-999.0,-999.0,12.6,19.5,-999.0,-999.0,-999.0,-999.0
2019-03-09-12,9.0,11.7,12.3,18.7,10.0,10.5,12.6,14.6
2019-03-09-13,-999.0,-999.0,12.1,18.7,-999.0,-999.0,-999.0,-999.0
2019-03-09-14,-999.0,-999.0,11.8,18.2,-999.0,-999.0,-999.0,-999.0
2019-03-09-15,7.2,12.7,11.7,18.9,8.9,9.7,12.4,14.7
2019-03-09-16,-999.0,-999.0,11.8,18.9,-999.0,-999.0,-999.0,-999.0
2019-03-09-17,-999.0,-999.0,11.3,20.5,-999.0,-999.0,-999.0,-999.0
2019-03-09-18,7.0,12.1,10.6,22.6,4.8,9.2,12.5,14.7
2019-03-09-19,-999.0,-999.0,9.6,22.5,-999.0,-999.0,-999.0,-999.0
2019-03-09-20,-999.0,-999.0,8.4,22.3,-999.0,-999.0,-999.0,-999.0
2019-03-09-21,7.0,12.4,7.3,21.8,2.0,9.0,12.4,14.7
2019-03-09-22,-999.0,-999.0,7.8,21.8,-999.0,-999.0,-999.0,-999.0
2019-03-09-23,-999.0,-999.0,10.2,-999.0,-999.0,-999.0,-999.0,-999.0
