,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-14-00,-1.7,6.0,4.5,18.9,-7.2,5.0,11.8,14.2
2019-01-14-01,-999.0,-999.0,6.4,19.9,-999.0,-999.0,-999.0,-999.0
2019-01-14-02,-999.0,-999.0,7.4,20.7,-999.0,-999.0,-999.0,-999.0
2019-01-14-03,3.1,8.7,8.0,21.7,0.3,8.6,13.0,16.8
2019-01-14-04,-999.0,-999.0,9.3,20.6,-999.0,-999.0,-999.0,-999.0
2019-01-14-05,-999.0,-999.0,9.4,19.7,-999.0,-999.0,-999.0,-999.0
2019-01-14-06,5.2,8.7,8.9,19.5,4.0,9.7,16.2,20.3
2019-01-14-07,-999.0,-999.0,8.1,19.4,-999.0,-999.0,-999.0,-999.0
2019-01-14-08,-999.0,-999.0,8.0,19.4,-999.0,-999.0,-999.0,-999.0
2019-01-14-09,3.2,7.7,6.2,19.0,3.0,8.5,14.9,18.2
2019-01-14-10,-999.0,-999.0,6.8,18.8,-999.0,-999.0,-999.0,-999.0
2019-01-14-11,-999.0,-999.0,5.8,18.3,-999.0,-999.0,-999.0,-999.0
2019-01-14-12,2.2,7.0,5.1,18.1,4.8,8.1,14.1,16.7
2019-01-14-13,-999.0,-999.0,5.4,18.1,-999.0,-999.0,-999.0,-999.0
2019-01-14-14,-999.0,-999.0,4.2,18.1,-999.0,-999.0,-999.0,-999.0
2019-01-14-15,2.2,6.7,4.2,17.3,-2.1,7.7,13.8,15.7
2019-01-14-16,-999.0,-999.0,4.3,17.3,-999.0,-999.0,-999.0,-999.0
2019-01-14-17,-999.0,-999.0,4.2,16.1,-999.0,-999.0,-999.0,-999.0
2019-01-14-18,2.0,6.4,2.4,15.5,-5.4,7.2,13.5,15.5
2019-01-14-19,-999.0,-999.0,1.4,15.4,-999.0,-999.0,-999.0,-999.0
2019-01-14-20,-999.0,-999.0,1.0,15.7,-999.0,-999.0,-999.0,-999.0
2019-01-14-21,-0.7,7.1,1.0,14.9,-7.2,7.0,13.5,14.5
2019-01-14-22,-999.0,-999.0,1.7,16.4,-999.0,-999.0,-999.0,-999.0
2019-01-14-23,-999.0,-999.0,2.5,16.9,-999.0,-999.0,-999.0,-999.0
