,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-09-16-00,22.5,24.6,22.0,28.8,21.3,25.2,25.4,27.4
2019-09-16-01,-999.0,-999.0,22.2,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-16-02,-999.0,-999.0,22.5,-999.0,-999.0,-999.0,-999.0,-999.0
2019-09-16-03,27.7,25.4,22.6,30.3,24.8,27.5,30.2,30.2
2019-09-16-04,-999.0,-999.0,23.0,30.4,-999.0,-999.0,-999.0,-999.0
2019-09-16-05,-999.0,-999.0,23.5,30.9,-999.0,-999.0,-999.0,-999.0
2019-09-16-06,30.5,26.1,24.0,30.2,26.3,28.2,31.4,31.1
2019-09-16-07,-999.0,-999.0,25.1,29.8,-999.0,-999.0,-999.0,-999.0
2019-09-16-08,-999.0,-999.0,24.8,29.5,-999.0,-999.0,-999.0,-999.0
2019-09-16-09,28.0,25.0,23.9,28.9,26.6,26.7,28.2,29.2
2019-09-16-10,-999.0,-999.0,23.5,28.5,-999.0,-999.0,-999.0,-999.0
2019-09-16-11,-999.0,-999.0,23.2,28.2,-999.0,-999.0,-999.0,-999.0
2019-09-16-12,23.7,24.1,23.1,28.0,22.0,25.1,26.5,27.4
2019-09-16-13,-999.0,-999.0,23.2,28.0,-999.0,-999.0,-999.0,-999.0
2019-09-16-14,-999.0,-999.0,23.4,28.0,-999.0,-999.0,-999.0,-999.0
2019-09-16-15,21.2,24.1,23.5,27.7,18.6,24.5,25.9,26.4
2019-09-16-16,-999.0,-999.0,23.3,27.6,-999.0,-999.0,-999.0,-999.0
2019-09-16-17,-999.0,-999.0,23.1,27.6,-999.0,-999.0,-999.0,-999.0
2019-09-16-18,19.5,23.6,23.1,27.6,18.0,24.0,25.5,25.5
2019-09-16-19,-999.0,-999.0,22.9,27.4,-999.0,-999.0,-999.0,-999.0
2019-09-16-20,-999.0,-999.0,22.4,27.4,-999.0,-999.0,-999.0,-999.0
2019-09-16-21,18.1,22.1,22.8,27.3,16.3,23.7,24.7,25.0
2019-09-16-22,-999.0,-999.0,23.9,27.5,-999.0,-999.0,-999.0,-999.0
2019-09-16-23,-999.0,-999.0,25.7,28.5,-999.0,-999.0,-999.0,-999.0
