,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-20-00,26.5,27.5,26.3,29.5,22.6,27.0,27.2,27.2
2019-08-20-01,-999.0,-999.0,27.7,30.4,-999.0,-999.0,-999.0,-999.0
2019-08-20-02,-999.0,-999.0,27.7,30.7,-999.0,-999.0,-999.0,-999.0
2019-08-20-03,31.0,27.9,28.0,30.6,21.8,29.5,31.8,29.5
2019-08-20-04,-999.0,-999.0,29.4,30.6,-999.0,-999.0,-999.0,-999.0
2019-08-20-05,-999.0,-999.0,28.5,28.8,-999.0,-999.0,-999.0,-999.0
2019-08-20-06,32.7,29.0,30.3,30.5,21.3,29.6,31.6,28.2
2019-08-20-07,-999.0,-999.0,29.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-08,-999.0,-999.0,26.2,29.2,-999.0,-999.0,-999.0,-999.0
2019-08-20-09,31.2,27.2,24.9,29.1,21.6,28.7,30.4,28.6
2019-08-20-10,-999.0,-999.0,25.6,28.7,-999.0,-999.0,-999.0,-999.0
2019-08-20-11,-999.0,-999.0,25.0,28.6,-999.0,-999.0,-999.0,-999.0
2019-08-20-12,29.0,26.7,24.5,28.4,21.6,27.0,28.5,26.8
2019-08-20-13,-999.0,-999.0,25.3,28.3,-999.0,-999.0,-999.0,-999.0
2019-08-20-14,-999.0,-999.0,25.2,28.2,-999.0,-999.0,-999.0,-999.0
2019-08-20-15,27.5,26.8,24.9,28.1,21.2,26.0,27.4,26.4
2019-08-20-16,-999.0,-999.0,24.2,27.9,-999.0,-999.0,-999.0,-999.0
2019-08-20-17,-999.0,-999.0,23.9,27.9,-999.0,-999.0,-999.0,-999.0
2019-08-20-18,25.7,26.2,24.1,27.8,20.1,25.7,26.3,25.7
2019-08-20-19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-20-20,-999.0,-999.0,23.8,27.6,-999.0,-999.0,-999.0,-999.0
2019-08-20-21,24.5,26.3,24.4,27.3,18.7,25.5,25.3,25.2
2019-08-20-22,-999.0,-999.0,25.3,27.9,-999.0,-999.0,-999.0,-999.0
2019-08-20-23,-999.0,-999.0,27.1,29.4,-999.0,-999.0,-999.0,-999.0
