,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-04-26-00,8.5,12.7,10.8,25.2,11.2,14.2,23.8,25.4
2019-04-26-01,-999.0,-999.0,10.8,25.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-02,-999.0,-999.0,10.6,26.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-03,9.6,12.5,11.0,25.7,15.8,14.7,26.5,27.2
2019-04-26-04,-999.0,-999.0,11.6,26.6,-999.0,-999.0,-999.0,-999.0
2019-04-26-05,-999.0,-999.0,11.9,26.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-06,9.5,12.2,11.5,26.2,18.2,12.7,26.5,24.6
2019-04-26-07,-999.0,-999.0,11.4,25.2,-999.0,-999.0,-999.0,-999.0
2019-04-26-08,-999.0,-999.0,11.2,24.7,-999.0,-999.0,-999.0,-999.0
2019-04-26-09,9.2,11.6,11.0,24.1,18.0,12.2,24.1,21.4
2019-04-26-10,-999.0,-999.0,10.7,23.8,-999.0,-999.0,-999.0,-999.0
2019-04-26-11,-999.0,-999.0,10.1,23.4,-999.0,-999.0,-999.0,-999.0
2019-04-26-12,8.2,11.5,10.2,23.2,14.9,12.2,22.7,21.0
2019-04-26-13,-999.0,-999.0,10.1,23.1,-999.0,-999.0,-999.0,-999.0
2019-04-26-14,-999.0,-999.0,9.8,22.9,-999.0,-999.0,-999.0,-999.0
2019-04-26-15,6.2,11.7,9.5,22.7,12.8,10.6,22.0,21.1
2019-04-26-16,-999.0,-999.0,9.7,22.4,-999.0,-999.0,-999.0,-999.0
2019-04-26-17,-999.0,-999.0,9.2,22.2,-999.0,-999.0,-999.0,-999.0
2019-04-26-18,5.1,12.0,9.0,22.3,12.1,11.5,21.2,21.4
2019-04-26-19,-999.0,-999.0,9.0,22.3,-999.0,-999.0,-999.0,-999.0
2019-04-26-20,-999.0,-999.0,8.2,22.0,-999.0,-999.0,-999.0,-999.0
2019-04-26-21,4.2,12.3,8.4,21.8,11.4,11.0,19.1,21.5
2019-04-26-22,-999.0,-999.0,8.5,22.0,-999.0,-999.0,-999.0,-999.0
2019-04-26-23,-999.0,-999.0,9.0,21.9,-999.0,-999.0,-999.0,-999.0
