,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-15-00,55.0,320.0,150.0,250.0,340.0,320.0,290.0,270.0
2019-08-15-01,-999.0,-999.0,140.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-03,85.0,290.0,160.0,250.0,70.0,320.0,320.0,270.0
2019-08-15-04,-999.0,-999.0,170.0,250.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-06,35.0,270.0,180.0,240.0,180.0,290.0,180.0,200.0
2019-08-15-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-08,-999.0,-999.0,200.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-09,60.0,270.0,170.0,230.0,220.0,290.0,160.0,160.0
2019-08-15-10,-999.0,-999.0,160.0,240.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-11,-999.0,-999.0,160.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-12,344.0,270.0,160.0,200.0,290.0,20.0,360.0,270.0
2019-08-15-13,-999.0,-999.0,170.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-14,-999.0,-999.0,160.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-15,279.0,270.0,160.0,190.0,20.0,90.0,290.0,250.0
2019-08-15-16,-999.0,-999.0,170.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-17,-999.0,-999.0,170.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-18,280.0,250.0,170.0,190.0,40.0,140.0,290.0,250.0
2019-08-15-19,-999.0,-999.0,170.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-20,-999.0,-999.0,180.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-21,227.0,270.0,180.0,150.0,340.0,360.0,290.0,250.0
2019-08-15-22,-999.0,-999.0,180.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-08-15-23,-999.0,-999.0,170.0,120.0,-999.0,-999.0,-999.0,-999.0
