,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-21-00,44.0,90.0,350.0,60.0,90.0,65.0,340.0,340.0
2019-11-21-01,-999.0,-999.0,330.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-02,-999.0,-999.0,330.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-03,110.0,50.0,350.0,70.0,70.0,90.0,40.0,360.0
2019-11-21-04,-999.0,-999.0,310.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-05,-999.0,-999.0,300.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-06,63.0,50.0,40.0,90.0,40.0,90.0,40.0,20.0
2019-11-21-07,-999.0,-999.0,20.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-08,-999.0,-999.0,60.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-09,32.0,70.0,60.0,90.0,70.0,70.0,70.0,110.0
2019-11-21-10,-999.0,-999.0,80.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-11,-999.0,-999.0,120.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-12,68.0,110.0,80.0,110.0,40.0,70.0,20.0,90.0
2019-11-21-13,-999.0,-999.0,70.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-14,-999.0,-999.0,70.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-15,75.0,110.0,340.0,110.0,-999.0,20.0,20.0,40.0
2019-11-21-16,-999.0,-999.0,330.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-17,-999.0,-999.0,350.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-18,81.0,110.0,320.0,110.0,20.0,56.0,290.0,220.0
2019-11-21-19,-999.0,-999.0,330.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-20,-999.0,-999.0,330.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-21,35.0,110.0,330.0,120.0,90.0,-999.0,320.0,220.0
2019-11-21-22,-999.0,-999.0,330.0,120.0,-999.0,-999.0,-999.0,-999.0
2019-11-21-23,-999.0,-999.0,340.0,120.0,-999.0,-999.0,-999.0,-999.0
