,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-25-00,298.0,340.0,320.0,10.0,110.0,360.0,70.0,70.0
2019-11-25-01,-999.0,-999.0,240.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-03,299.0,360.0,320.0,360.0,220.0,360.0,70.0,20.0
2019-11-25-04,-999.0,-999.0,80.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-05,-999.0,-999.0,10.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-06,297.0,290.0,10.0,10.0,220.0,7.0,90.0,70.0
2019-11-25-07,-999.0,-999.0,40.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-08,-999.0,-999.0,30.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-09,324.0,360.0,50.0,10.0,200.0,357.0,110.0,90.0
2019-11-25-10,-999.0,-999.0,40.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-11,-999.0,-999.0,340.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-12,16.0,270.0,90.0,30.0,200.0,338.0,70.0,70.0
2019-11-25-13,-999.0,-999.0,60.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-15,39.0,180.0,50.0,20.0,200.0,319.0,40.0,40.0
2019-11-25-16,-999.0,-999.0,60.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-17,-999.0,-999.0,60.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-18,63.0,180.0,60.0,30.0,200.0,11.0,70.0,20.0
2019-11-25-19,-999.0,-999.0,40.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-20,-999.0,-999.0,30.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-21,79.0,180.0,50.0,50.0,-999.0,9.0,90.0,20.0
2019-11-25-22,-999.0,-999.0,60.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-25-23,-999.0,-999.0,40.0,40.0,-999.0,-999.0,-999.0,-999.0
