,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-22-00,52.0,290.0,330.0,360.0,40.0,290.0,290.0,90.0
2019-01-22-01,-999.0,-999.0,350.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-02,-999.0,-999.0,340.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-03,230.0,270.0,340.0,10.0,110.0,290.0,340.0,340.0
2019-01-22-04,-999.0,-999.0,350.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-05,-999.0,-999.0,330.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-06,252.0,270.0,330.0,350.0,320.0,270.0,270.0,110.0
2019-01-22-07,-999.0,-999.0,330.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-08,-999.0,-999.0,330.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-09,269.0,270.0,320.0,340.0,220.0,270.0,160.0,110.0
2019-01-22-10,-999.0,-999.0,310.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-11,-999.0,-999.0,340.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-12,233.0,270.0,330.0,360.0,70.0,290.0,200.0,90.0
2019-01-22-13,-999.0,-999.0,340.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-14,-999.0,-999.0,20.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-15,273.0,230.0,10.0,360.0,-999.0,290.0,320.0,90.0
2019-01-22-16,-999.0,-999.0,10.0,340.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-17,-999.0,-999.0,10.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-18,265.0,230.0,10.0,360.0,360.0,270.0,290.0,70.0
2019-01-22-19,-999.0,-999.0,360.0,350.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-20,-999.0,-999.0,340.0,360.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-21,312.0,230.0,350.0,10.0,40.0,360.0,270.0,40.0
2019-01-22-22,-999.0,-999.0,340.0,10.0,-999.0,-999.0,-999.0,-999.0
2019-01-22-23,-999.0,-999.0,350.0,10.0,-999.0,-999.0,-999.0,-999.0
