,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-24-00,165.0,360.0,20.0,350.0,20.0,140.0,320.0,90.0
2019-06-24-01,-999.0,-999.0,20.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-02,-999.0,-999.0,360.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-03,210.0,20.0,360.0,60.0,70.0,110.0,290.0,40.0
2019-06-24-04,-999.0,-999.0,350.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-05,-999.0,-999.0,330.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-06,257.0,20.0,350.0,70.0,220.0,110.0,250.0,40.0
2019-06-24-07,-999.0,-999.0,30.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-08,-999.0,-999.0,30.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-09,286.0,340.0,350.0,100.0,200.0,110.0,320.0,70.0
2019-06-24-10,-999.0,-999.0,110.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-11,-999.0,-999.0,150.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-12,273.0,250.0,200.0,40.0,140.0,140.0,340.0,360.0
2019-06-24-13,-999.0,-999.0,100.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-14,-999.0,-999.0,160.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-15,278.0,360.0,120.0,160.0,180.0,140.0,320.0,70.0
2019-06-24-16,-999.0,-999.0,160.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-17,-999.0,-999.0,160.0,150.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-18,35.0,110.0,170.0,170.0,200.0,140.0,-999.0,70.0
2019-06-24-19,-999.0,-999.0,130.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-20,-999.0,-999.0,150.0,140.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-21,355.0,110.0,150.0,120.0,200.0,140.0,290.0,90.0
2019-06-24-22,-999.0,-999.0,360.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-06-24-23,-999.0,-999.0,150.0,80.0,-999.0,-999.0,-999.0,-999.0
