,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-23-00,178.0,250.0,360.0,40.0,40.0,250.0,180.0,70.0
2019-05-23-01,-999.0,-999.0,10.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-02,-999.0,-999.0,100.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-03,277.0,270.0,360.0,90.0,110.0,250.0,90.0,90.0
2019-05-23-04,-999.0,-999.0,140.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-05,-999.0,-999.0,150.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-06,281.0,270.0,160.0,90.0,180.0,70.0,160.0,270.0
2019-05-23-07,-999.0,-999.0,180.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-08,-999.0,-999.0,150.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-09,279.0,250.0,150.0,90.0,220.0,70.0,140.0,200.0
2019-05-23-10,-999.0,-999.0,150.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-11,-999.0,-999.0,170.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-12,302.0,270.0,140.0,40.0,180.0,200.0,160.0,200.0
2019-05-23-13,-999.0,-999.0,140.0,50.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-14,-999.0,-999.0,150.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-15,290.0,250.0,160.0,40.0,200.0,180.0,340.0,320.0
2019-05-23-16,-999.0,-999.0,190.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-17,-999.0,-999.0,200.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-18,17.0,250.0,270.0,40.0,160.0,180.0,340.0,20.0
2019-05-23-19,-999.0,-999.0,290.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-20,-999.0,-999.0,290.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-21,87.0,250.0,290.0,60.0,40.0,360.0,270.0,90.0
2019-05-23-22,-999.0,-999.0,300.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-05-23-23,-999.0,-999.0,310.0,60.0,-999.0,-999.0,-999.0,-999.0
