,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-24-00,74.0,250.0,320.0,50.0,160.0,180.0,340.0,360.0
2019-05-24-01,-999.0,-999.0,60.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-02,-999.0,-999.0,270.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-03,173.0,250.0,320.0,110.0,200.0,180.0,70.0,20.0
2019-05-24-04,-999.0,-999.0,310.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-05,-999.0,-999.0,270.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-06,194.0,250.0,160.0,100.0,200.0,180.0,220.0,70.0
2019-05-24-07,-999.0,-999.0,150.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-08,-999.0,-999.0,170.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-09,303.0,250.0,220.0,100.0,200.0,160.0,20.0,140.0
2019-05-24-10,-999.0,-999.0,190.0,90.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-11,-999.0,-999.0,190.0,70.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-12,284.0,230.0,160.0,70.0,200.0,160.0,70.0,-999.0
2019-05-24-13,-999.0,-999.0,180.0,60.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-14,-999.0,-999.0,200.0,80.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-15,277.0,270.0,210.0,100.0,180.0,160.0,340.0,200.0
2019-05-24-16,-999.0,-999.0,210.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-17,-999.0,-999.0,230.0,100.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-18,312.0,250.0,300.0,90.0,70.0,160.0,270.0,340.0
2019-05-24-19,-999.0,-999.0,350.0,130.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-20,-999.0,-999.0,290.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-21,22.0,-999.0,300.0,100.0,40.0,180.0,340.0,160.0
2019-05-24-22,-999.0,-999.0,330.0,110.0,-999.0,-999.0,-999.0,-999.0
2019-05-24-23,-999.0,-999.0,340.0,100.0,-999.0,-999.0,-999.0,-999.0
