,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-27-00,87.0,270.0,200.0,220.0,70.0,180.0,200.0,290.0
2019-06-27-01,-999.0,-999.0,190.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-02,-999.0,-999.0,190.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-03,65.0,290.0,200.0,200.0,70.0,70.0,160.0,270.0
2019-06-27-04,-999.0,-999.0,200.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-05,-999.0,-999.0,190.0,210.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-06,220.0,290.0,200.0,200.0,200.0,70.0,160.0,140.0
2019-06-27-07,-999.0,-999.0,200.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-08,-999.0,-999.0,200.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-09,274.0,270.0,190.0,190.0,250.0,110.0,180.0,140.0
2019-06-27-10,-999.0,-999.0,180.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-11,-999.0,-999.0,180.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-12,297.0,270.0,170.0,170.0,180.0,140.0,160.0,180.0
2019-06-27-13,-999.0,-999.0,190.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-14,-999.0,-999.0,180.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-15,280.0,230.0,180.0,180.0,290.0,140.0,160.0,220.0
2019-06-27-16,-999.0,-999.0,180.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-17,-999.0,-999.0,190.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-18,51.0,290.0,200.0,180.0,20.0,140.0,140.0,180.0
2019-06-27-19,-999.0,-999.0,200.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-20,-999.0,-999.0,160.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-21,274.0,180.0,140.0,220.0,20.0,90.0,160.0,200.0
2019-06-27-22,-999.0,-999.0,320.0,200.0,-999.0,-999.0,-999.0,-999.0
2019-06-27-23,-999.0,-999.0,290.0,190.0,-999.0,-999.0,-999.0,-999.0
