,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-05-00,184.0,140.0,30.0,30.0,20.0,360.0,360.0,40.0
2019-11-05-01,-999.0,-999.0,330.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-02,-999.0,-999.0,320.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-03,299.0,20.0,320.0,30.0,90.0,340.0,20.0,360.0
2019-11-05-04,-999.0,-999.0,290.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-05,-999.0,-999.0,60.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-06,251.0,360.0,160.0,20.0,200.0,360.0,90.0,20.0
2019-11-05-07,-999.0,-999.0,160.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-08,-999.0,-999.0,170.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-09,274.0,320.0,160.0,30.0,110.0,20.0,140.0,90.0
2019-11-05-10,-999.0,-999.0,180.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-11,-999.0,-999.0,170.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-12,280.0,360.0,290.0,20.0,180.0,70.0,70.0,70.0
2019-11-05-13,-999.0,-999.0,310.0,20.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-14,-999.0,-999.0,300.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-15,316.0,180.0,290.0,30.0,200.0,70.0,40.0,40.0
2019-11-05-16,-999.0,-999.0,290.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-17,-999.0,-999.0,350.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-18,286.0,160.0,340.0,40.0,180.0,20.0,20.0,20.0
2019-11-05-19,-999.0,-999.0,340.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-20,-999.0,-999.0,350.0,40.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-21,15.0,180.0,320.0,20.0,70.0,20.0,290.0,360.0
2019-11-05-22,-999.0,-999.0,310.0,30.0,-999.0,-999.0,-999.0,-999.0
2019-11-05-23,-999.0,-999.0,310.0,20.0,-999.0,-999.0,-999.0,-999.0
