,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-10-00,85.0,110.0,130.0,160.0,360.0,90.0,200.0,270.0
2019-08-10-01,-999.0,-999.0,130.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-03,123.0,110.0,160.0,160.0,180.0,90.0,270.0,270.0
2019-08-10-04,-999.0,-999.0,160.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-05,-999.0,-999.0,140.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-06,75.0,110.0,150.0,180.0,90.0,90.0,270.0,290.0
2019-08-10-07,-999.0,-999.0,150.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-08,-999.0,-999.0,160.0,180.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-09,112.0,110.0,180.0,170.0,160.0,110.0,320.0,200.0
2019-08-10-10,-999.0,-999.0,180.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-11,-999.0,-999.0,180.0,160.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-12,110.0,110.0,170.0,160.0,90.0,140.0,320.0,220.0
2019-08-10-13,-999.0,-999.0,170.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-14,-999.0,-999.0,170.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-15,91.0,90.0,180.0,170.0,90.0,140.0,290.0,250.0
2019-08-10-16,-999.0,-999.0,180.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-17,-999.0,-999.0,210.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-18,71.0,110.0,150.0,180.0,40.0,160.0,250.0,220.0
2019-08-10-19,-999.0,-999.0,170.0,170.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-20,-999.0,-999.0,180.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-21,87.0,140.0,170.0,180.0,20.0,220.0,250.0,270.0
2019-08-10-22,-999.0,-999.0,160.0,190.0,-999.0,-999.0,-999.0,-999.0
2019-08-10-23,-999.0,-999.0,120.0,190.0,-999.0,-999.0,-999.0,-999.0
