,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-06-00,1.5,1.0,1.0,5.1,1.0,2.3,2.0,4.0
2019-11-06-01,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-11-06-02,-999.0,-999.0,1.5,5.7,-999.0,-999.0,-999.0,-999.0
2019-11-06-03,1.6,3.1,1.5,3.1,1.0,2.0,4.0,5.0
2019-11-06-04,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-06-05,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-11-06-06,2.8,2.0,1.5,6.2,2.0,1.0,4.0,2.0
2019-11-06-07,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-06-08,-999.0,-999.0,2.6,6.2,-999.0,-999.0,-999.0,-999.0
2019-11-06-09,3.9,1.0,2.6,2.6,2.0,2.0,4.0,4.0
2019-11-06-10,-999.0,-999.0,2.1,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-06-11,-999.0,-999.0,2.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-11-06-12,2.3,2.0,2.1,5.1,1.0,1.0,3.0,3.0
2019-11-06-13,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-11-06-14,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-06-15,1.5,1.5,2.1,6.7,1.0,1.0,2.0,3.0
2019-11-06-16,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-06-17,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-11-06-18,1.9,2.0,1.5,5.1,1.0,1.0,2.0,4.0
2019-11-06-19,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-11-06-20,-999.0,-999.0,1.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-11-06-21,1.1,1.5,1.5,4.1,2.0,1.0,2.0,4.0
2019-11-06-22,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-11-06-23,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
