,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-12-28-00,2.9,1.0,5.1,3.6,2.0,0.4,2.0,3.0
2019-12-28-01,-999.0,-999.0,5.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-12-28-02,-999.0,-999.0,4.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-03,1.9,3.1,4.1,4.6,2.3,3.0,1.5,2.1
2019-12-28-04,-999.0,-999.0,4.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-12-28-05,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-06,1.0,2.5,3.6,5.1,2.0,3.4,2.0,3.0
2019-12-28-07,-999.0,-999.0,4.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-12-28-08,-999.0,-999.0,3.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-12-28-09,2.4,2.1,2.1,3.6,1.2,2.0,2.3,3.2
2019-12-28-10,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-11,-999.0,-999.0,3.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-12-28-12,1.3,2.5,2.6,4.1,1.0,1.5,2.0,4.0
2019-12-28-13,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-14,-999.0,-999.0,2.6,2.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-15,1.8,1.0,2.6,3.1,1.3,1.4,2.7,3.5
2019-12-28-16,-999.0,-999.0,2.6,2.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-17,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-18,1.8,2.0,2.1,3.1,1.0,0.9,2.0,3.0
2019-12-28-19,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-20,-999.0,-999.0,1.5,-999.0,-999.0,-999.0,-999.0,-999.0
2019-12-28-21,3.5,2.6,2.1,4.1,1.1,0.6,1.6,1.4
2019-12-28-22,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-12-28-23,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
