,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-05-08-00,2.8,1.0,4.1,5.7,1.0,2.0,4.0,3.0
2019-05-08-01,-999.0,-999.0,3.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-05-08-02,-999.0,-999.0,3.6,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-08-03,3.3,2.1,5.1,5.1,1.0,3.0,2.0,2.0
2019-05-08-04,-999.0,-999.0,5.7,6.7,-999.0,-999.0,-999.0,-999.0
2019-05-08-05,-999.0,-999.0,4.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-06,4.1,2.5,6.2,6.2,2.0,3.0,2.0,2.0
2019-05-08-07,-999.0,-999.0,6.2,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-08,-999.0,-999.0,7.2,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-09,4.3,1.5,6.2,4.6,3.0,3.0,2.0,1.0
2019-05-08-10,-999.0,-999.0,5.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-11,-999.0,-999.0,5.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-08-12,2.6,1.5,5.7,4.6,2.0,2.0,3.0,1.0
2019-05-08-13,-999.0,-999.0,5.7,5.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-14,-999.0,-999.0,5.7,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-08-15,2.4,1.0,6.2,3.1,1.0,1.0,2.0,1.0
2019-05-08-16,-999.0,-999.0,5.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-05-08-17,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-18,2.2,1.0,3.6,3.6,-999.0,1.0,-999.0,1.0
2019-05-08-19,-999.0,-999.0,2.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-08-20,-999.0,-999.0,3.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-05-08-21,0.8,0.5,2.1,2.6,1.0,0.0,1.0,2.0
2019-05-08-22,-999.0,-999.0,1.5,2.1,-999.0,-999.0,-999.0,-999.0
2019-05-08-23,-999.0,-999.0,2.1,1.5,-999.0,-999.0,-999.0,-999.0
