,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-06-29-00,1.0,0.5,3.6,8.2,1.0,3.0,1.0,2.0
2019-06-29-01,-999.0,-999.0,2.1,8.8,-999.0,-999.0,-999.0,-999.0
2019-06-29-02,-999.0,-999.0,2.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-06-29-03,1.8,1.0,2.6,8.8,4.0,2.0,2.0,2.0
2019-06-29-04,-999.0,-999.0,2.1,9.3,-999.0,-999.0,-999.0,-999.0
2019-06-29-05,-999.0,-999.0,1.0,8.8,-999.0,-999.0,-999.0,-999.0
2019-06-29-06,1.6,6.0,1.0,8.8,5.0,3.0,3.0,3.0
2019-06-29-07,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-06-29-08,-999.0,-999.0,2.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-06-29-09,1.2,9.3,1.5,7.7,2.0,1.0,3.0,4.0
2019-06-29-10,-999.0,-999.0,0.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-06-29-11,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-06-29-12,0.4,10.0,1.5,6.2,4.0,1.0,2.0,3.0
2019-06-29-13,-999.0,-999.0,1.0,6.2,-999.0,-999.0,-999.0,-999.0
2019-06-29-14,-999.0,-999.0,1.0,5.1,-999.0,-999.0,-999.0,-999.0
2019-06-29-15,2.6,5.1,1.5,6.2,4.0,1.0,2.0,1.0
2019-06-29-16,-999.0,-999.0,1.0,6.7,-999.0,-999.0,-999.0,-999.0
2019-06-29-17,-999.0,-999.0,1.5,6.2,-999.0,-999.0,-999.0,-999.0
2019-06-29-18,1.3,3.0,1.0,6.7,4.0,1.0,1.0,3.0
2019-06-29-19,-999.0,-999.0,1.5,6.7,-999.0,-999.0,-999.0,-999.0
2019-06-29-20,-999.0,-999.0,1.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-06-29-21,1.9,2.6,2.1,7.2,3.0,1.0,2.0,2.0
2019-06-29-22,-999.0,-999.0,1.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-06-29-23,-999.0,-999.0,1.0,7.7,-999.0,-999.0,-999.0,-999.0
