,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-08-14-00,1.3,1.5,4.6,7.2,3.0,1.0,1.0,2.0
2019-08-14-01,-999.0,-999.0,2.6,8.8,-999.0,-999.0,-999.0,-999.0
2019-08-14-02,-999.0,-999.0,3.6,7.7,-999.0,-999.0,-999.0,-999.0
2019-08-14-03,1.9,3.6,3.6,10.8,2.0,2.0,2.0,3.0
2019-08-14-04,-999.0,-999.0,5.1,10.8,-999.0,-999.0,-999.0,-999.0
2019-08-14-05,-999.0,-999.0,5.1,8.8,-999.0,-999.0,-999.0,-999.0
2019-08-14-06,1.9,3.5,4.1,11.3,4.0,3.0,3.0,2.0
2019-08-14-07,-999.0,-999.0,5.1,9.8,-999.0,-999.0,-999.0,-999.0
2019-08-14-08,-999.0,-999.0,3.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-08-14-09,1.9,3.6,4.6,7.7,2.0,1.0,1.0,4.0
2019-08-14-10,-999.0,-999.0,4.1,9.3,-999.0,-999.0,-999.0,-999.0
2019-08-14-11,-999.0,-999.0,3.6,7.2,-999.0,-999.0,-999.0,-999.0
2019-08-14-12,1.9,4.0,4.1,7.2,1.0,2.0,1.0,3.0
2019-08-14-13,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-08-14-14,-999.0,-999.0,5.7,6.2,-999.0,-999.0,-999.0,-999.0
2019-08-14-15,2.3,2.6,3.6,6.7,1.0,1.0,3.0,2.0
2019-08-14-16,-999.0,-999.0,4.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-08-14-17,-999.0,-999.0,4.1,6.7,-999.0,-999.0,-999.0,-999.0
2019-08-14-18,1.7,3.0,4.1,5.7,1.0,1.0,1.0,2.0
2019-08-14-19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-14-20,-999.0,-999.0,5.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-08-14-21,2.1,4.6,5.1,6.7,1.0,2.0,2.0,3.0
2019-08-14-22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-08-14-23,-999.0,-999.0,5.7,5.1,-999.0,-999.0,-999.0,-999.0
