,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-01-18-00,0.4,2.0,4.1,4.1,1.0,0.0,4.0,4.0
2019-01-18-01,-999.0,-999.0,6.2,4.6,-999.0,-999.0,-999.0,-999.0
2019-01-18-02,-999.0,-999.0,5.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-01-18-03,1.7,2.1,5.1,3.6,2.0,3.0,3.0,3.0
2019-01-18-04,-999.0,-999.0,6.7,4.1,-999.0,-999.0,-999.0,-999.0
2019-01-18-05,-999.0,-999.0,4.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-01-18-06,2.7,2.1,3.1,4.1,1.0,4.0,1.0,2.0
2019-01-18-07,-999.0,-999.0,2.6,5.1,-999.0,-999.0,-999.0,-999.0
2019-01-18-08,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-01-18-09,1.6,1.5,2.6,4.6,2.0,2.0,3.0,2.0
2019-01-18-10,-999.0,-999.0,4.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-01-18-11,-999.0,-999.0,3.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-01-18-12,1.0,2.0,2.6,3.6,1.0,1.0,2.0,4.0
2019-01-18-13,-999.0,-999.0,2.1,2.1,-999.0,-999.0,-999.0,-999.0
2019-01-18-14,-999.0,-999.0,4.6,1.5,-999.0,-999.0,-999.0,-999.0
2019-01-18-15,0.6,1.5,2.1,2.1,3.0,2.0,3.0,2.0
2019-01-18-16,-999.0,-999.0,3.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-01-18-17,-999.0,-999.0,4.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-01-18-18,0.7,2.0,5.1,1.5,3.0,0.0,2.0,1.0
2019-01-18-19,-999.0,-999.0,3.1,1.5,-999.0,-999.0,-999.0,-999.0
2019-01-18-20,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-01-18-21,1.0,2.6,2.1,1.5,4.0,2.0,2.0,2.0
2019-01-18-22,-999.0,-999.0,1.5,1.5,-999.0,-999.0,-999.0,-999.0
2019-01-18-23,-999.0,-999.0,2.6,2.1,-999.0,-999.0,-999.0,-999.0
