,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-02-13-00,3.1,4.0,2.6,5.1,2.0,2.0,1.0,1.0
2019-02-13-01,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-13-02,-999.0,-999.0,3.6,7.7,-999.0,-999.0,-999.0,-999.0
2019-02-13-03,2.5,3.6,2.6,3.1,4.0,4.0,2.0,1.0
2019-02-13-04,-999.0,-999.0,1.5,7.2,-999.0,-999.0,-999.0,-999.0
2019-02-13-05,-999.0,-999.0,1.0,6.7,-999.0,-999.0,-999.0,-999.0
2019-02-13-06,2.9,3.0,1.5,6.2,2.0,5.0,2.0,4.0
2019-02-13-07,-999.0,-999.0,2.1,5.1,-999.0,-999.0,-999.0,-999.0
2019-02-13-08,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-02-13-09,2.2,3.1,3.6,4.6,1.0,3.0,1.0,5.0
2019-02-13-10,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-11,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-12,1.6,5.0,2.1,4.1,1.0,4.0,1.0,3.0
2019-02-13-13,-999.0,-999.0,1.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-14,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-15,1.3,4.1,2.6,2.6,2.0,5.0,1.0,2.0
2019-02-13-16,-999.0,-999.0,2.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-02-13-17,-999.0,-999.0,4.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-18,0.7,3.1,3.6,2.1,2.0,4.0,2.0,2.0
2019-02-13-19,-999.0,-999.0,4.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-20,-999.0,-999.0,4.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-02-13-21,1.0,3.6,3.1,2.6,1.0,3.0,1.0,1.0
2019-02-13-22,-999.0,-999.0,4.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-02-13-23,-999.0,-999.0,4.1,2.1,-999.0,-999.0,-999.0,-999.0
