,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-03-17-00,2.5,2.5,1.0,2.6,2.0,1.0,2.0,2.0
2019-03-17-01,-999.0,-999.0,2.6,1.5,-999.0,-999.0,-999.0,-999.0
2019-03-17-02,-999.0,-999.0,4.1,1.0,-999.0,-999.0,-999.0,-999.0
2019-03-17-03,2.9,3.1,4.6,4.1,3.0,2.0,1.0,2.0
2019-03-17-04,-999.0,-999.0,4.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-05,-999.0,-999.0,1.5,3.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-06,4.3,2.0,2.6,4.1,4.0,3.0,1.0,2.0
2019-03-17-07,-999.0,-999.0,3.1,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-08,-999.0,-999.0,4.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-09,3.4,2.1,3.1,3.1,2.0,4.0,3.0,2.0
2019-03-17-10,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-11,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-12,1.8,2.0,2.1,3.6,2.0,4.0,1.0,4.0
2019-03-17-13,-999.0,-999.0,2.6,3.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-14,-999.0,-999.0,2.6,3.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-15,0.7,2.1,2.6,3.6,2.0,2.0,2.0,3.0
2019-03-17-16,-999.0,-999.0,2.1,4.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-03-17-18,0.9,1.5,1.5,2.6,2.0,2.0,1.0,1.0
2019-03-17-19,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-20,-999.0,-999.0,1.5,2.6,-999.0,-999.0,-999.0,-999.0
2019-03-17-21,0.6,2.1,2.6,2.6,1.0,2.0,1.0,2.0
2019-03-17-22,-999.0,-999.0,2.1,4.1,-999.0,-999.0,-999.0,-999.0
2019-03-17-23,-999.0,-999.0,2.1,3.1,-999.0,-999.0,-999.0,-999.0
