,首爾,濟州,東京,那霸機場,北京,上海,福州,廈門
2019-11-27-00,1.9,5.5,2.6,4.1,3.0,3.7,2.0,4.0
2019-11-27-01,-999.0,-999.0,2.6,4.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-02,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-03,3.0,4.6,1.5,4.6,4.0,3.6,1.0,3.0
2019-11-27-04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2019-11-27-05,-999.0,-999.0,1.0,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-06,3.0,4.0,1.0,5.1,3.0,4.4,-999.0,4.0
2019-11-27-07,-999.0,-999.0,1.5,4.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-08,-999.0,-999.0,2.1,5.7,-999.0,-999.0,-999.0,-999.0
2019-11-27-09,3.6,4.6,1.0,5.7,2.0,3.4,2.0,2.0
2019-11-27-10,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-11,-999.0,-999.0,1.5,4.6,-999.0,-999.0,-999.0,-999.0
2019-11-27-12,3.5,3.0,1.5,4.1,-999.0,2.7,1.0,3.0
2019-11-27-13,-999.0,-999.0,1.5,3.6,-999.0,-999.0,-999.0,-999.0
2019-11-27-14,-999.0,-999.0,2.1,3.6,-999.0,-999.0,-999.0,-999.0
2019-11-27-15,1.5,4.1,2.6,3.1,-999.0,2.7,2.0,3.0
2019-11-27-16,-999.0,-999.0,1.0,4.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-17,-999.0,-999.0,1.5,5.1,-999.0,-999.0,-999.0,-999.0
2019-11-27-18,1.6,5.0,1.5,7.2,2.0,4.1,2.0,2.0
2019-11-27-19,-999.0,-999.0,1.0,6.2,-999.0,-999.0,-999.0,-999.0
2019-11-27-20,-999.0,-999.0,1.5,7.7,-999.0,-999.0,-999.0,-999.0
2019-11-27-21,1.9,4.6,2.1,7.2,2.0,4.6,2.0,2.0
2019-11-27-22,-999.0,-999.0,2.6,8.2,-999.0,-999.0,-999.0,-999.0
2019-11-27-23,-999.0,-999.0,2.6,8.2,-999.0,-999.0,-999.0,-999.0
