UTC,首爾,東京,北京
2019-01-07-00,1.4963297181643944,4.023014718170827,1.2546325730522594
2019-01-07-01,1.909636047827435,4.24912446377771,0.5246769084786076
2019-01-07-02,2.4691657190142022,4.293092924147052,1.7166173471750705
2019-01-07-03,2.806696777630369,4.6378808437272,1.7576081741800447
2019-01-07-04,3.292926500196099,5.057312942299842,1.6679636018954032
2019-01-07-05,3.1492463075587773,5.111359337041132,1.5224822680451924
2019-01-07-06,3.023042131662069,4.947614634801844,1.509917050959813
2019-01-07-07,2.5238432033611087,4.606956034268906,1.747424506861343
2019-01-07-08,2.0170921173761838,4.101272137854227,1.7476913391394944
2019-01-07-09,1.5112727870952427,3.6261746222199696,1.253863130618617
2019-01-07-10,1.8350297392172044,3.1913974759563226,0.3821258377643149
2019-01-07-11,2.50906210662823,2.7456883283665277,1.8747477165442343
2019-01-07-12,2.721315480906977,2.5295180020643047,2.949328334822029
2019-01-07-13,2.4723109451226764,2.18217430120892,3.8103905008335106
2019-01-07-14,2.674326921014687,1.8149830677051535,3.6852938561566724
2019-01-07-15,3.0282159376761864,1.2983282284591855,3.641535168070752
2019-01-07-16,3.292752347612149,0.5899284981130012,3.6093893179079477
2019-01-07-17,3.1894308376434823,0.14097151851823586,3.5520158986659607
2019-01-07-18,3.3033725227204433,0.37738139201202225,3.4986947588430395
2019-01-07-19,3.6085729787159297,0.8989631518176825,3.5324873288346494
2019-01-07-20,3.8065548586973432,1.506390368501335,3.5598760905649818
2019-01-07-21,4.007581241359562,1.6423040533181452,3.8089704148490697
2019-01-07-22,3.762061608053074,1.6555487139688785,3.749652708207307
2019-01-07-23,3.308057812152509,1.594403714267907,3.549161969234348
