,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2019-05-28-00,21.524871826171875,24.877838134765625,22.077117919921875,24.81951904296875,28.0615234375,25.863372802734375,25.86431884765625,26.950225830078125,27.50067138671875,26.9381103515625,27.12127685546875,26.33056640625,27.46929931640625,21.328094482421875,15.226226806640625,29.077667236328125,8.795562744140625,27.95361328125,29.199981689453125,29.106964111328125,29.08575439453125,29.273712158203125,28.19024658203125,28.798797607421875
2019-05-28-01,20.042266845703125,23.823974609375,21.207611083984375,23.957122802734375,27.482666015625,24.991424560546875,25.408905029296875,26.41851806640625,27.56744384765625,27.08154296875,28.01641845703125,27.791229248046875,27.709686279296875,22.58612060546875,14.930450439453125,30.152923583984375,10.631927490234375,28.0443115234375,28.348846435546875,29.5841064453125,29.385009765625,27.553924560546875,29.152496337890625,27.5888671875
2019-05-28-02,20.416046142578125,24.036651611328125,20.822113037109375,24.053314208984375,25.853729248046875,23.94189453125,24.95489501953125,24.6826171875,25.443389892578125,25.708282470703125,27.17132568359375,28.1312255859375,28.467864990234375,23.77655029296875,14.955230712890625,30.891937255859375,9.5062255859375,28.878448486328125,28.931365966796875,29.45458984375,30.057342529296875,28.522430419921875,29.02532958984375,29.617034912109375
2019-05-28-03,20.115570068359375,23.8402099609375,21.0831298828125,23.716552734375,27.070465087890625,23.824859619140625,25.80010986328125,25.139495849609375,25.18682861328125,24.4539794921875,24.712310791015625,29.532470703125,28.864166259765625,23.024566650390625,14.90142822265625,30.79473876953125,9.31884765625,28.717742919921875,30.867950439453125,30.193878173828125,30.474884033203125,29.799224853515625,29.319488525390625,29.92047119140625
2019-05-28-04,20.267913818359375,24.16741943359375,21.02813720703125,23.332061767578125,27.071197509765625,23.790985107421875,25.431304931640625,26.751739501953125,24.84051513671875,24.385986328125,24.701995849609375,29.423370361328125,28.670166015625,21.901458740234375,14.734527587890625,31.1387939453125,9.421875,28.942047119140625,31.1961669921875,30.02252197265625,29.90435791015625,29.49090576171875,29.21710205078125,29.45159912109375
2019-05-28-05,19.656219482421875,23.83514404296875,20.985687255859375,23.6436767578125,26.786346435546875,23.839508056640625,25.09088134765625,26.924072265625,25.168975830078125,24.18402099609375,24.58612060546875,28.1510009765625,26.02227783203125,23.032684326171875,15.665557861328125,31.430450439453125,8.906005859375,28.632476806640625,31.3218994140625,30.1527099609375,29.7041015625,30.015777587890625,28.626373291015625,28.904296875
2019-05-28-06,19.55694580078125,23.432098388671875,20.19769287109375,23.06103515625,25.187774658203125,23.487457275390625,24.423828125,27.401885986328125,24.75823974609375,24.123565673828125,24.502044677734375,29.773468017578125,25.808868408203125,21.200469970703125,14.8177490234375,31.551361083984375,10.002899169921875,28.25390625,31.218597412109375,30.40313720703125,28.31927490234375,30.953216552734375,25.782470703125,29.305084228515625
2019-05-28-07,19.250885009765625,23.2972412109375,20.15057373046875,23.200042724609375,25.29559326171875,23.40435791015625,23.3509521484375,27.078338623046875,25.3150634765625,24.113250732421875,24.61895751953125,30.1959228515625,25.225189208984375,22.35247802734375,15.01300048828125,31.702362060546875,9.620147705078125,27.642669677734375,31.43011474609375,30.6842041015625,27.060791015625,31.5684814453125,26.373992919921875,28.878814697265625
2019-05-28-08,18.770050048828125,22.464752197265625,19.51837158203125,22.759307861328125,25.534698486328125,23.361602783203125,24.176513671875,27.0452880859375,24.434906005859375,23.9163818359375,27.143829345703125,29.91754150390625,25.27911376953125,21.468536376953125,14.9068603515625,31.95880126953125,10.943267822265625,26.67877197265625,31.283660888671875,30.283660888671875,26.95892333984375,31.19989013671875,25.278961181640625,28.535675048828125
2019-05-28-09,18.641357421875,22.401824951171875,18.777740478515625,22.394378662109375,24.6888427734375,23.368316650390625,23.309906005859375,25.929962158203125,24.009124755859375,23.488372802734375,26.388824462890625,30.154327392578125,24.7125244140625,22.91339111328125,14.4915771484375,31.27215576171875,9.29241943359375,25.652740478515625,31.021148681640625,29.860748291015625,26.595977783203125,29.869110107421875,25.82464599609375,28.11456298828125
