,首爾,濟州,東京,沖繩,北京,上海,福州,廈門
2019-07-15-14,44.11,48.5,26,27,115.03,61.59,71.77,45.81
2019-07-15-15,48.39,49.5,25,27,117.07,65.15,71.26,43.26
2019-07-15-16,41.5,44.0,24,28,114.02,64.64,65.66,39.7
2019-07-15-17,36.83,35.0,21,27,117.58,60.06,62.1,37.16
2019-07-15-18,28.11,35.0,21,27,118.09,53.44,51.92,35.12
2019-07-15-19,21.22,49.0,20,29,118.09,45.81,45.81,33.08
2019-07-15-20,17.33,45.0,17,29,115.03,40.72,34.1,31.56
2019-07-15-21,17.89,45.5,17,29,104.85,37.67,27.49,31.56
2019-07-15-22,17.83,36.0,16,27,92.13,37.16,23.92,26.98
2019-07-15-23,15.39,32.5,14,25,73.81,36.14,22.9,23.92
2019-07-16-00,16.28,27.0,14,23,61.59,35.12,24.43,19.34
2019-07-16-01,19.61,27.5,14,23,50.9,34.61,23.92,16.8
2019-07-16-02,22.67,32.0,16,22,40.72,35.63,20.87,14.25
2019-07-16-03,24.61,32.5,17,22,35.63,34.61,20.87,11.2
2019-07-16-04,23.89,37.5,16,22,28.5,33.59,20.36,13.74
2019-07-16-05,19.83,36.5,14,20,23.41,33.08,18.83,13.23
2019-07-16-06,16.11,26.5,11,16,17.31,32.07,17.31,14.76
2019-07-16-07,13.72,27.0,8,9,15.78,30.03,19.34,15.78
2019-07-16-08,16.0,41.0,5,8,18.83,30.54,18.83,17.82
2019-07-16-09,20.22,47.5,6,10,24.43,34.1,21.38,22.4
2019-07-16-10,30.17,40.0,5,9,31.56,36.14,21.38,29.52
2019-07-16-11,40.5,37.5,8,9,43.77,40.21,27.49,44.28
2019-07-16-12,42.06,41.5,10,9,64.13,39.7,41.74,55.48
2019-07-16-13,39.89,43.5,11,8,83.48,39.7,59.55,53.44
2019-07-16-14,39.94,50.5,11,10,97.73,40.21,65.66,57.52
2019-07-16-15,48.53,49.0,18,7,102.31,39.19,54.46,43.26
2019-07-16-16,57.28,47.0,18,7,99.76,35.63,40.21,41.74
2019-07-16-17,61.78,44.0,14,8,81.44,34.1,31.05,40.21
2019-07-16-18,55.22,40.5,11,7,72.28,31.05,25.96,38.68
2019-07-16-19,40.94,38.5,10,7,64.64,30.54,22.4,37.16
2019-07-16-20,34.06,33.5,10,7,58.03,30.03,19.34,31.56
2019-07-16-21,27.11,27.0,11,6,51.41,30.54,17.82,26.98
2019-07-16-22,17.22,23.0,13,6,44.79,28.0,16.29,25.45
2019-07-16-23,12.22,29.5,9,5,39.7,25.96,16.29,22.9
2019-07-17-00,9.94,34.5,8,5,32.07,23.92,14.25,18.32
2019-07-17-01,9.94,32.5,6,6,25.96,23.92,13.74,16.8
2019-07-17-02,10.0,31.0,5,6,34.1,21.89,14.25,17.31
2019-07-17-03,10.22,30.5,5,6,49.37,18.83,13.23,16.29
2019-07-17-04,7.78,41.5,7,6,38.68,15.27,12.22,15.27
2019-07-17-05,6.44,40.5,6,6,-999.0,12.22,10.69,13.23
2019-07-17-06,6.72,40.0,7,6,-999.0,9.16,11.71,13.74
2019-07-17-07,9.5,37.5,3,6,-999.0,7.64,11.71,15.78
2019-07-17-08,13.06,41.5,4,7,11.2,8.14,13.23,15.27
2019-07-17-09,24.61,43.0,4,7,13.74,9.16,14.25,17.31
2019-07-17-10,36.89,42.0,10,9,21.38,18.83,17.82,19.34
2019-07-17-11,46.94,43.0,19,10,23.41,24.94,22.9,23.41
2019-07-17-12,50.72,44.0,21,10,25.96,31.56,25.96,25.45
2019-07-17-13,51.83,43.0,24,11,25.45,39.7,25.96,24.94
2019-07-17-14,61.5,39.0,10,12,24.94,45.81,20.36,25.45
2019-07-17-15,70.61,36.0,18,12,33.08,49.88,16.8,25.96
2019-07-17-16,72.35,31.5,36,13,35.12,49.88,16.8,30.54
2019-07-17-17,71.71,30.5,44,14,37.16,39.7,15.27,31.56
2019-07-17-18,67.28,30.0,55,14,38.68,26.98,14.25,32.07
2019-07-17-19,56.22,25.5,40,14,35.63,17.82,11.71,24.94
2019-07-17-20,47.44,26.0,37,14,30.54,12.72,10.69,17.31
2019-07-17-21,38.94,22.5,42,15,26.98,8.65,9.16,12.22
2019-07-17-22,32.83,10.5,32,16,24.94,7.64,9.16,9.16
2019-07-17-23,24.06,12.0,29,17,25.96,7.64,8.14,9.67
2019-07-18-00,18.94,12.0,25,17,23.41,6.11,7.13,10.69
2019-07-18-01,17.11,15.5,22,19,22.4,6.11,7.64,10.69
2019-07-18-02,16.94,12.5,19,20,20.36,5.6,7.13,10.69
2019-07-18-03,16.83,10.0,11,21,15.27,5.6,5.09,10.69
2019-07-18-04,15.83,12.0,9,20,11.71,5.6,5.6,11.71
2019-07-18-05,9.89,12.5,14,21,11.71,6.11,5.09,10.69
2019-07-18-06,7.22,19.5,12,21,-999.0,-999.0,-999.0,-999.0
2019-07-18-07,9.83,19.0,5,19,-999.0,-999.0,-999.0,-999.0
2019-07-18-08,14.67,24.5,3,19,15.27,4.58,7.13,9.67
2019-07-18-09,29.0,25.0,10,20,19.85,6.11,10.69,13.23
2019-07-18-10,47.28,27.5,20,20,24.43,8.14,12.72,18.83
2019-07-18-11,64.44,26.5,18,19,36.14,12.22,18.83,21.89
2019-07-18-12,79.56,27.5,36,19,53.44,16.29,25.96,24.94
2019-07-18-13,97.0,27.0,28,19,78.39,17.82,31.05,29.52
2019-07-18-14,107.89,26.0,32,17,92.64,18.32,33.59,31.56
2019-07-18-15,109.89,25.0,25,16,101.29,19.85,34.1,42.25
2019-07-18-16,108.33,24.5,22,15,98.24,18.83,34.61,42.76
2019-07-18-17,108.83,20.0,10,14,104.85,18.83,32.58,41.74
2019-07-18-18,104.61,15.5,5,13,108.42,17.31,29.52,34.1
2019-07-18-19,94.44,17.5,15,13,97.73,15.78,24.43,24.94
2019-07-18-20,80.56,10.5,16,13,91.62,12.72,19.34,20.36
2019-07-18-21,71.78,6.0,13,13,84.49,12.72,13.74,16.8
2019-07-18-22,61.28,9.5,8,13,74.31,13.23,8.65,15.78
2019-07-18-23,49.83,13.5,4,14,62.1,13.74,6.62,15.78
2019-07-19-00,41.67,11.0,2,14,45.81,12.72,4.07,17.82
2019-07-19-01,33.28,15.0,1,-999,34.1,9.67,2.04,15.78
2019-07-19-02,30.0,18.0,3,15,25.96,9.16,3.05,14.76
2019-07-19-03,23.94,14.5,7,16,19.85,9.67,3.56,12.22
2019-07-19-04,16.39,17.5,8,16,15.27,12.22,3.56,12.22
2019-07-19-05,12.22,16.5,5,16,12.72,12.72,2.54,9.67
2019-07-19-06,14.56,13.0,2,16,12.72,10.69,2.04,10.18
2019-07-19-07,23.33,11.0,1,16,14.76,10.18,4.58,12.72
2019-07-19-08,37.78,8.0,2,16,17.31,11.2,10.18,17.31
2019-07-19-09,52.83,8.0,3,15,19.34,13.74,21.38,24.94
2019-07-19-10,63.78,8.5,-999,15,22.4,16.29,40.72,36.65
2019-07-19-11,69.47,16.5,8,16,28.5,18.83,56.5,49.88
2019-07-19-12,62.41,19.0,14,15,34.61,21.89,63.62,63.12
2019-07-19-13,56.94,18.5,28,15,42.25,22.9,67.19,68.21
2019-07-19-14,59.75,20.5,36,15,50.9,24.43,65.15,57.01
2019-07-19-15,60.75,20.0,35,14,58.03,23.92,48.86,55.48
2019-07-19-16,45.12,24.5,32,14,61.59,22.4,55.48,49.88
2019-07-19-17,28.56,26.0,27,14,64.64,21.38,69.22,53.44
2019-07-19-18,16.61,24.0,32,14,59.04,19.85,57.01,55.99
2019-07-19-19,14.67,22.5,28,12,51.41,17.82,53.44,53.44
2019-07-19-20,15.28,25.0,27,13,57.01,17.31,48.86,39.7
2019-07-19-21,14.72,22.5,34,14,45.81,16.29,42.25,32.58
2019-07-19-22,14.06,25.5,23,15,39.7,15.27,35.12,29.52
2019-07-19-23,14.5,29.5,19,16,34.61,16.29,27.49,28.5
2019-07-20-00,15.39,34.5,14,16,28.0,15.78,24.43,19.85
2019-07-20-01,15.17,33.5,-999,16,28.5,16.29,20.87,13.74
2019-07-20-02,14.28,29.5,12,16,28.0,16.8,22.4,11.2
2019-07-20-03,13.5,28.0,11,17,25.96,16.29,20.36,11.71
2019-07-20-04,13.56,27.0,10,17,23.92,15.27,23.92,15.78
2019-07-20-05,12.44,25.5,5,18,21.38,13.23,19.85,10.18
2019-07-20-06,10.44,22.0,4,19,17.31,11.2,16.29,8.14
2019-07-20-07,10.17,20.0,5,18,10.18,9.67,15.27,7.13
2019-07-20-08,11.61,18.5,8,18,8.14,9.67,23.41,10.69
2019-07-20-09,10.83,18.5,13,19,11.71,13.74,30.54,17.82
2019-07-20-10,12.89,20.0,13,20,16.8,16.8,40.21,31.56
2019-07-20-11,14.28,23.5,13,20,20.87,21.38,53.44,45.3
2019-07-20-12,16.17,26.0,19,20,25.45,28.5,69.22,57.52
2019-07-20-13,17.67,28.0,32,19,31.56,36.65,74.31,59.55
2019-07-20-14,18.22,28.0,49,17,34.1,46.32,75.33,56.5
2019-07-20-15,19.67,29.5,47,17,33.59,51.92,78.9,58.03
2019-07-20-16,18.67,35.0,55,23,29.01,49.37,48.36,41.74
2019-07-20-17,16.78,42.0,57,20,29.01,49.37,38.17,30.03
2019-07-20-18,13.67,46.0,28,15,35.63,49.37,33.59,26.47
2019-07-20-19,12.39,48.5,20,14,38.68,43.77,28.5,30.03
2019-07-20-20,12.39,54.5,16,17,38.68,34.1,21.38,21.38
2019-07-20-21,10.11,53.0,12,18,32.58,32.07,16.29,16.29
2019-07-20-22,9.06,50.5,9,19,32.07,36.14,13.23,13.23
2019-07-20-23,10.61,50.0,4,19,29.01,44.79,11.71,10.69
2019-07-21-00,12.22,52.0,4,18,15.78,46.32,8.65,10.18
2019-07-21-01,11.67,53.5,5,17,11.71,38.68,9.16,15.78
2019-07-21-02,10.56,53.5,4,15,10.69,29.52,6.11,19.34
2019-07-21-03,10.72,49.0,3,14,8.14,25.96,7.64,21.89
2019-07-21-04,10.94,45.0,2,14,4.58,19.85,7.64,18.83
2019-07-21-05,11.12,36.5,1,14,4.07,13.74,7.64,13.74
2019-07-21-06,9.71,34.0,1,13,4.58,11.2,5.09,14.25
2019-07-21-07,8.65,32.5,5,12,6.62,16.29,8.14,16.29
2019-07-21-08,9.06,36.5,9,12,17.82,24.94,12.22,15.27
2019-07-21-09,10.71,39.0,12,13,35.12,42.25,22.9,21.38
2019-07-21-10,10.06,43.5,16,16,53.44,58.54,29.01,33.08
2019-07-21-11,11.83,42.5,12,16,72.28,68.72,36.14,46.32
2019-07-21-12,18.5,41.5,14,17,93.15,77.88,50.9,54.46
2019-07-21-13,22.56,52.0,23,15,117.07,82.97,56.5,51.92
2019-07-21-14,27.44,52.5,27,13,119.11,83.98,65.66,49.88
2019-07-21-15,29.17,46.0,32,12,111.98,87.55,71.26,41.23
2019-07-21-16,28.5,48.0,37,10,119.11,87.04,68.21,38.68
2019-07-21-17,32.0,48.0,34,8,107.4,67.7,57.52,34.61
2019-07-21-18,35.28,52.0,21,8,96.2,53.44,44.79,37.67
2019-07-21-19,37.5,42.0,18,6,91.11,46.83,39.7,32.07
2019-07-21-20,37.83,31.0,16,5,89.08,42.25,40.21,29.01
2019-07-21-21,39.06,27.0,17,7,79.91,39.7,39.7,26.98
2019-07-21-22,37.78,16.0,18,8,71.77,36.65,37.67,21.89
2019-07-21-23,36.72,14.5,17,8,62.1,31.05,34.1,19.34
2019-07-22-00,33.06,16.0,15,10,50.9,29.52,28.0,18.32
2019-07-22-01,30.5,14.5,14,9,40.72,34.61,23.92,18.32
2019-07-22-02,31.0,29.0,13,8,34.61,35.12,20.87,18.32
2019-07-22-03,33.5,33.5,14,8,24.43,32.58,17.31,16.8
2019-07-22-04,33.61,42.0,13,8,15.27,27.49,17.31,12.72
2019-07-22-05,31.22,38.5,13,8,11.2,25.45,14.76,11.2
2019-07-22-06,30.0,36.5,12,7,9.67,23.41,11.71,9.67
2019-07-22-07,30.67,20.0,11,7,11.71,22.9,12.72,10.18
2019-07-22-08,32.41,13.0,11,6,15.27,23.92,12.72,9.16
2019-07-22-09,32.94,16.0,10,9,22.4,32.07,14.25,8.65
2019-07-22-10,35.44,29.5,9,11,29.01,40.72,19.34,10.69
2019-07-22-11,43.82,32.5,11,11,29.52,53.44,21.38,14.76
2019-07-22-12,55.0,33.0,8,10,35.63,69.73,27.49,18.32
2019-07-22-13,63.06,32.5,9,12,41.74,79.91,35.63,17.31
2019-07-22-14,65.12,33.0,8,12,48.86,78.9,46.32,21.89
2019-07-22-15,64.71,32.5,8,10,60.06,78.39,53.95,20.87
2019-07-22-16,64.71,28.5,9,9,66.68,76.86,56.5,20.36
2019-07-22-17,65.78,23.5,8,9,65.15,73.81,51.92,20.87
2019-07-22-18,55.39,22.5,6,8,59.55,72.28,45.3,22.9
2019-07-22-19,40.44,21.0,4,7,55.48,65.15,35.63,17.31
2019-07-22-20,28.33,15.0,5,7,47.85,52.94,29.01,11.71
2019-07-22-21,23.61,14.5,4,8,41.23,43.77,20.36,14.76
2019-07-22-22,16.89,14.0,5,8,43.26,37.16,16.8,16.8
2019-07-22-23,11.72,10.5,6,8,50.9,33.08,13.23,15.27
2019-07-23-00,10.83,16.0,5,8,47.85,32.07,11.2,13.23
2019-07-23-01,11.22,16.0,5,8,45.81,28.5,10.18,10.18
2019-07-23-02,13.44,19.0,4,8,43.77,24.43,9.67,7.64
2019-07-23-03,14.06,19.0,4,10,36.65,21.89,8.65,9.16
2019-07-23-04,13.61,22.0,4,9,39.7,21.38,6.62,9.67
2019-07-23-05,12.5,20.0,2,7,37.67,20.36,5.6,9.16
2019-07-23-06,9.89,13.5,2,7,34.61,18.32,3.56,8.65
2019-07-23-07,8.94,17.5,3,7,33.59,18.83,5.6,7.64
2019-07-23-08,9.72,17.5,2,7,35.12,23.92,10.69,10.18
2019-07-23-09,11.83,17.0,2,8,41.74,34.61,17.82,14.25
2019-07-23-10,13.72,22.0,3,9,50.39,49.37,27.49,20.87
2019-07-23-11,18.72,25.5,5,11,58.54,67.19,41.23,23.92
2019-07-23-12,30.11,27.0,7,11,63.62,82.97,53.44,22.9
2019-07-23-13,38.29,27.5,14,13,69.22,92.13,53.44,24.94
2019-07-23-14,40.47,29.0,22,13,75.84,95.18,51.92,28.0
2019-07-23-15,47.35,33.0,36,10,87.55,97.22,54.97,28.0
2019-07-23-16,51.83,25.5,40,12,93.15,98.75,56.5,25.96
2019-07-23-17,33.83,28.0,31,14,93.15,96.2,48.36,21.38
2019-07-23-18,20.28,25.0,12,12,90.09,82.97,46.32,22.4
2019-07-23-19,13.11,30.5,10,12,82.46,76.35,37.16,19.34
2019-07-23-20,10.83,28.5,5,9,78.39,66.17,32.07,7.13
2019-07-23-21,11.61,25.0,9,8,69.22,49.37,26.98,7.64
2019-07-23-22,14.17,27.0,4,8,61.08,39.7,21.89,14.25
2019-07-23-23,16.17,27.5,4,10,53.44,34.1,16.8,20.36
2019-07-24-00,17.22,26.0,4,10,48.86,31.05,12.72,19.34
2019-07-24-01,16.5,25.0,2,10,40.72,26.98,11.71,17.31
2019-07-24-02,15.44,23.0,2,9,33.08,22.9,11.2,16.8
2019-07-24-03,16.0,20.0,2,7,26.47,18.83,5.09,16.8
2019-07-24-04,15.5,20.5,2,8,18.83,16.29,4.07,15.78
2019-07-24-05,13.82,20.0,1,7,14.25,13.74,3.56,11.71
2019-07-24-06,12.0,19.5,2,6,9.67,12.22,3.56,10.69
2019-07-24-07,12.24,20.0,3,5,10.18,13.74,8.14,11.71
2019-07-24-08,13.82,22.5,4,7,20.87,21.89,13.74,14.76
2019-07-24-09,15.17,25.0,8,9,41.23,41.74,22.9,20.36
2019-07-24-10,16.78,19.5,14,10,61.59,64.64,39.7,25.96
2019-07-24-11,17.06,23.5,-999,10,81.95,67.7,55.99,33.08
2019-07-24-12,15.83,31.5,12,11,96.71,49.37,62.61,37.67
2019-07-24-13,19.0,32.0,27,9,95.69,45.3,62.1,39.19
2019-07-24-14,19.88,35.0,35,9,96.2,39.19,66.17,33.59
2019-07-24-15,18.82,34.5,36,9,92.13,41.23,62.1,26.98
2019-07-24-16,17.94,34.0,41,7,78.39,46.83,61.08,26.47
2019-07-24-17,17.0,27.0,38,7,79.4,60.06,41.74,24.43
2019-07-24-18,14.29,31.0,19,9,77.88,70.24,34.1,19.85
2019-07-24-19,13.24,19.0,24,8,77.37,71.26,29.01,18.83
2019-07-24-20,9.53,31.0,27,6,84.49,79.91,20.36,17.31
2019-07-24-21,8.76,36.0,29,5,63.12,90.6,16.8,16.29
2019-07-24-22,8.35,28.0,25,6,45.81,72.28,15.27,19.85
2019-07-24-23,7.53,32.0,16,5,35.63,47.34,15.78,20.36
2019-07-25-00,7.76,30.5,16,6,28.5,36.65,11.71,18.83
2019-07-25-01,8.29,23.0,18,6,21.38,30.03,7.13,16.29
2019-07-25-02,9.12,18.5,15,7,18.32,24.94,4.58,14.76
2019-07-25-03,8.65,19.0,17,7,18.32,19.85,4.58,14.76
2019-07-25-04,8.59,21.5,15,6,14.76,15.27,7.13,12.22
2019-07-25-05,7.53,24.5,10,6,10.18,10.69,7.13,11.71
2019-07-25-06,7.35,18.5,7,5,9.67,8.65,6.11,9.16
2019-07-25-07,8.12,21.5,12,5,10.69,14.25,7.64,9.16
2019-07-25-08,10.24,25.0,24,6,15.78,19.85,13.74,10.18
2019-07-25-09,13.76,26.5,21,7,33.59,40.72,23.41,16.29
2019-07-25-10,18.88,24.5,25,10,52.43,65.15,39.7,25.96
2019-07-25-11,21.71,32.0,22,12,68.72,80.42,57.01,34.1
2019-07-25-12,22.61,28.5,37,13,89.58,73.3,64.13,36.65
2019-07-25-13,25.41,38.0,48,16,104.85,54.97,64.13,37.16
2019-07-25-14,28.44,43.0,53,14,114.02,50.9,70.75,36.65
2019-07-25-15,32.71,44.0,52,16,105.87,47.34,77.37,32.07
2019-07-25-16,32.72,38.5,45,16,92.64,58.54,64.13,32.07
2019-07-25-17,29.94,43.0,31,12,92.13,62.1,47.34,32.07
2019-07-25-18,26.22,32.0,26,13,91.62,64.13,42.25,31.05
2019-07-25-19,22.06,31.0,20,9,87.55,65.66,35.63,29.01
2019-07-25-20,20.44,28.0,16,9,66.68,55.48,27.49,27.49
2019-07-25-21,23.61,26.0,14,9,61.08,57.01,22.9,26.47
2019-07-25-22,22.11,38.5,12,9,56.5,64.13,20.36,21.38
2019-07-25-23,28.67,38.5,11,8,59.04,64.13,14.25,18.32
2019-07-26-00,32.0,28.0,10,9,54.46,54.46,6.62,18.32
2019-07-26-01,33.44,21.0,-999,-999,47.85,43.77,6.11,16.29
2019-07-26-02,33.11,22.5,6,7,44.28,33.59,5.6,11.2
2019-07-26-03,35.56,30.0,6,5,39.7,25.45,5.6,9.67
2019-07-26-04,35.89,24.5,4,2,33.08,20.87,5.6,9.67
2019-07-26-05,32.56,21.5,5,1,33.08,19.34,4.58,9.16
2019-07-26-06,26.39,21.5,6,1,30.54,14.76,4.58,9.16
2019-07-26-07,22.89,27.0,6,3,29.52,15.27,7.13,9.67
2019-07-26-08,22.17,29.0,9,8,32.58,25.45,12.72,13.74
2019-07-26-09,22.0,23.5,11,10,36.14,43.77,22.9,22.4
2019-07-26-10,21.11,30.5,15,11,50.39,64.64,34.61,31.56
2019-07-26-11,18.71,36.0,18,11,67.7,79.91,51.92,45.3
2019-07-26-12,24.56,38.5,19,19,87.55,85.0,68.21,44.28
2019-07-26-13,24.28,42.0,16,21,109.44,82.97,73.81,48.86
2019-07-26-14,23.47,43.0,11,20,121.14,85.0,82.97,55.48
2019-07-26-15,23.0,44.0,11,19,121.65,85.51,82.46,53.44
2019-07-26-16,30.94,39.5,10,19,120.63,76.35,67.7,56.5
2019-07-26-17,34.29,39.0,13,15,119.62,68.72,45.81,49.88
2019-07-26-18,30.0,36.5,9,12,119.62,63.12,34.1,37.16
2019-07-26-19,23.78,40.0,7,7,120.63,53.44,27.49,26.98
2019-07-26-20,18.5,25.0,6,7,114.02,51.41,20.36,12.72
2019-07-26-21,14.94,29.0,3,8,102.31,52.43,12.72,12.22
2019-07-26-22,10.78,20.0,1,7,95.18,62.61,6.11,11.71
2019-07-26-23,8.94,20.5,1,9,78.39,65.15,2.54,6.62
2019-07-27-00,12.33,33.0,0,8,69.22,58.03,2.04,5.09
2019-07-27-01,18.44,35.0,1,10,55.48,43.26,2.54,8.65
2019-07-27-02,21.44,31.5,1,10,45.81,32.58,2.04,8.14
2019-07-27-03,19.17,32.0,4,9,37.67,28.0,3.05,6.62
2019-07-27-04,16.89,27.5,5,9,28.0,25.45,5.09,6.62
2019-07-27-05,16.06,20.0,3,8,27.49,22.9,4.58,5.6
2019-07-27-06,13.72,20.5,5,8,25.96,20.36,4.07,6.11
2019-07-27-07,15.0,29.0,7,6,24.43,18.83,6.11,7.13
2019-07-27-08,22.44,22.0,5,7,37.16,21.89,9.67,10.69
2019-07-27-09,28.06,24.5,8,7,49.88,30.03,20.87,18.32
2019-07-27-10,36.89,35.5,12,8,69.73,46.83,37.67,28.0
2019-07-27-11,44.17,31.5,13,9,96.71,64.13,57.01,43.26
2019-07-27-12,50.06,28.5,12,9,113.51,72.79,77.88,59.55
2019-07-27-13,54.39,35.0,15,10,114.02,90.09,79.4,69.73
2019-07-27-14,60.72,31.0,14,10,115.54,96.71,70.24,67.7
2019-07-27-15,64.56,33.0,14,9,116.56,66.68,66.68,59.04
2019-07-27-16,63.33,33.0,13,10,124.7,42.76,45.81,47.85
2019-07-27-17,55.44,29.0,11,10,130.3,29.52,37.16,37.16
2019-07-27-18,47.06,30.5,8,10,122.67,15.27,32.58,35.63
2019-07-27-19,39.44,22.0,9,11,106.89,17.31,28.5,30.54
2019-07-27-20,33.83,25.0,8,10,80.42,26.98,24.94,31.56
2019-07-27-21,28.5,20.0,9,9,68.21,35.12,19.85,28.5
2019-07-27-22,24.83,24.0,10,9,57.52,30.03,11.2,24.43
2019-07-27-23,23.0,25.0,13,8,45.3,22.4,12.72,26.47
2019-07-28-00,23.61,23.0,13,9,39.19,23.92,10.69,26.98
2019-07-28-01,26.56,19.5,13,10,36.14,25.45,8.14,29.52
2019-07-28-02,30.17,21.5,14,11,33.59,28.0,8.65,24.94
2019-07-28-03,29.17,18.0,15,10,32.07,25.45,9.16,19.85
2019-07-28-04,26.33,17.5,15,9,29.01,25.45,5.09,14.76
2019-07-28-05,23.11,14.5,15,12,28.5,24.94,4.07,10.18
2019-07-28-06,20.33,13.5,13,11,27.49,24.43,6.11,8.14
2019-07-28-07,19.22,14.5,8,9,26.47,23.41,7.64,9.67
2019-07-28-08,30.11,16.5,8,9,26.98,24.43,7.64,11.71
2019-07-28-09,30.94,18.5,6,11,27.49,33.08,9.16,20.87
2019-07-28-10,31.17,18.0,2,12,33.08,45.81,18.83,29.52
2019-07-28-11,31.83,24.5,6,12,46.83,52.94,35.63,43.26
2019-07-28-12,31.11,27.5,18,11,63.62,58.03,51.92,48.36
2019-07-28-13,29.89,30.0,26,10,81.44,64.13,64.13,38.68
2019-07-28-14,31.11,31.5,33,10,91.62,71.26,69.73,36.14
2019-07-28-15,25.11,28.5,34,9,95.69,72.28,67.19,37.16
2019-07-28-16,19.0,27.0,28,9,94.16,67.19,64.64,35.63
2019-07-28-17,21.22,26.5,26,9,93.66,60.57,59.55,33.08
2019-07-28-18,27.83,26.0,17,10,95.18,57.01,54.97,29.52
2019-07-28-19,26.5,22.0,8,11,90.09,48.36,52.43,29.52
2019-07-28-20,20.0,19.5,8,9,73.3,41.23,46.32,26.98
2019-07-28-21,15.61,12.5,12,9,61.59,27.49,39.19,25.45
2019-07-28-22,12.56,11.0,12,9,48.86,19.34,34.1,20.87
2019-07-28-23,10.89,11.0,11,9,46.32,15.78,27.49,17.82
2019-07-29-00,10.94,12.5,12,9,39.19,12.22,21.38,15.78
2019-07-29-01,10.61,12.5,11,9,34.1,10.18,19.85,17.82
2019-07-29-02,9.5,13.0,9,9,30.54,10.18,17.31,18.32
2019-07-29-03,9.44,11.0,6,9,35.12,10.69,15.27,16.29
2019-07-29-04,8.94,11.0,4,8,48.86,11.71,11.71,16.29
2019-07-29-05,7.17,9.5,4,8,39.19,12.22,7.64,15.27
2019-07-29-06,6.0,9.5,3,7,34.1,14.25,6.62,10.69
2019-07-29-07,5.67,12.5,8,6,28.5,17.82,10.18,8.14
2019-07-29-08,7.11,15.5,11,7,30.54,22.9,17.31,10.18
2019-07-29-09,8.78,18.0,17,8,32.58,31.05,24.94,12.22
2019-07-29-10,10.65,16.0,28,7,35.63,38.68,32.58,15.78
2019-07-29-11,14.59,17.0,21,8,36.65,53.44,44.28,22.9
2019-07-29-12,18.18,23.0,28,8,39.7,69.22,54.97,33.08
2019-07-29-13,18.35,25.5,32,7,37.67,78.9,55.48,41.74
2019-07-29-14,19.59,19.5,39,7,41.23,82.97,59.04,50.39
2019-07-29-15,19.89,25.0,36,7,45.81,83.98,65.66,54.97
2019-07-29-16,19.72,28.0,29,6,47.85,86.02,61.08,52.94
2019-07-29-17,18.89,29.5,26,6,47.85,78.39,48.36,44.28
2019-07-29-18,16.78,29.0,17,6,48.86,66.17,37.16,32.58
2019-07-29-19,14.5,27.5,10,7,39.19,54.97,32.07,28.5
2019-07-29-20,13.67,25.5,8,7,34.61,40.72,24.94,22.4
2019-07-29-21,13.17,24.5,2,5,29.01,24.43,21.38,18.32
2019-07-29-22,12.67,22.0,1,5,21.38,15.78,18.83,18.83
2019-07-29-23,14.0,20.5,1,6,18.32,13.23,15.78,17.82
2019-07-30-00,13.78,17.0,1,4,19.34,11.71,13.74,12.72
2019-07-30-01,14.06,13.0,4,4,21.89,10.18,10.18,10.69
2019-07-30-02,13.61,11.5,13,4,21.38,10.18,8.65,9.16
2019-07-30-03,12.89,12.5,12,5,18.83,10.18,8.14,6.11
2019-07-30-04,13.0,12.0,11,5,18.83,9.67,4.58,6.62
2019-07-30-05,11.11,11.0,6,5,16.29,8.14,4.07,6.62
2019-07-30-06,8.61,11.0,11,5,14.25,7.13,5.09,6.11
2019-07-30-07,7.67,13.0,12,4,15.27,7.64,8.65,7.13
2019-07-30-08,9.11,13.5,18,5,17.31,11.2,10.69,11.71
2019-07-30-09,11.22,13.0,24,6,22.9,18.32,14.25,16.29
2019-07-30-10,15.67,16.0,28,7,31.05,29.52,21.38,22.4
2019-07-30-11,21.61,19.0,23,7,43.26,49.37,31.56,29.52
2019-07-30-12,27.11,19.0,27,6,61.08,69.22,38.68,37.67
2019-07-30-13,28.94,18.0,36,7,76.35,82.97,34.1,39.7
2019-07-30-14,27.28,18.0,36,7,85.51,90.09,43.77,44.28
2019-07-30-15,24.78,18.0,35,9,90.6,90.6,47.34,46.32
2019-07-30-16,22.39,17.0,26,10,91.62,91.62,41.74,43.26
2019-07-30-17,20.61,17.5,24,7,94.67,87.04,42.76,39.7
2019-07-30-18,19.56,23.0,24,9,96.2,72.28,38.68,39.7
2019-07-30-19,18.06,19.0,11,10,93.15,58.03,44.79,35.12
2019-07-30-20,18.06,13.0,16,7,81.95,41.74,43.26,31.05
2019-07-30-21,17.44,14.0,15,7,61.59,28.0,38.68,31.05
2019-07-30-22,17.0,13.5,12,7,50.9,18.83,27.49,39.7
2019-07-30-23,17.17,9.5,14,6,40.21,13.74,23.92,46.32
2019-07-31-00,18.33,8.0,14,7,35.63,12.22,20.36,45.3
2019-07-31-01,19.06,9.5,12,7,35.63,10.69,15.78,39.19
2019-07-31-02,20.11,13.0,14,8,31.56,9.16,12.22,26.47
2019-07-31-03,20.72,13.5,8,9,25.45,8.65,12.22,24.43
2019-07-31-04,20.33,11.0,5,8,20.36,7.64,10.69,13.23
2019-07-31-05,17.06,10.5,4,9,16.8,6.62,8.65,9.67
2019-07-31-06,12.83,9.5,1,8,17.31,6.11,6.62,11.2
